¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63704
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771659
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266335
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806822
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40901
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04983
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84957
‡(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63557
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35232
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16854
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28732
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04904
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45939
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60172
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74986
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.904
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06433
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29381
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53092
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60637
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68592
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76968
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85775
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95021
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04717
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14872
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25503
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898954
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294539
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733656
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223711
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762325
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35872
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9334
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81993
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60176
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30284
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10283
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21621
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89129
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01984
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15369
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29298
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43792
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58873
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74565
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90886
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13232
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42588
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65139
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73822
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82942
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92503
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02525
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13012
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868064
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260331
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695519
ƒ(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181036
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717862
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27292
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81926
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79015
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56778
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.254
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03789
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14534
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44961
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59817
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73181
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86302
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99962
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14171
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2896
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44345
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6035
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76997
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98713
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28196
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59068
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80802
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90692
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01047
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837101
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226048
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657362
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138307
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673335
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17243
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70745
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76021
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53367
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20585
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97373
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84666
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97797
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11463
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2568
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40553
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5637
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72091
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86052
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00578
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15693
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31414
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4777
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64785
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85884
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15572
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4667
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79266
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806057
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191681
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619148
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095537
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601491
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07386
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59786
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73015
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49531
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15834
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91031
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.414
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53663
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66424
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.797
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93515
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07884
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22832
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38779
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55398
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72682
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88532
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04006
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20103
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36848
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54272
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74813
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04781
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774998
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157313
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580893
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052768
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525682
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977142
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49047
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54448
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45321
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1115
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84768
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00811
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12285
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24223
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3665
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49581
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63033
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7703
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9159
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06735
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22761
‰(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39579
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57077
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75292
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93921
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10435
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27612
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45484
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743872
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122869
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542622
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997955
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449667
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882268
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38522
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20127
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4117
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06538
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71621
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79598
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82344
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85372
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96265
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08397
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21015
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34143
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47806
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62017
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76801
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92178
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08328
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25386
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43145
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61623
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80864
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00902
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712715
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088403
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504338
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927717
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371916
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789189
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28209
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87056
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37077
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01985
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57543
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71869
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74566
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77537
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80796
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84337
…(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88171
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93922
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06765
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20126
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34024
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48483
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63525
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79175
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9549
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12837
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30892
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49687
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685349
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053955
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462443
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858446
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295295
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707945
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.181
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71698
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33041
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92042
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43843
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64475
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67119
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70045
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7325
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76737
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80512
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84582
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88942
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93608
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98576
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07534
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21704
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3645
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51786
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67744
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84351
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01939
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660557
(343.80, 7.89, 311.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019498
