¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(415.27, 14.33, 246.98) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.871139
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.76001
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.76332
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068554
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310653
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569696
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863326
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185061
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53333
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921345
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358078
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829674
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.364281
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.95904
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61535
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34978
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23073
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23597
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39725
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72996
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31666
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25177
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69663
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.17352
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.13354
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.03444
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.0198
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 24.79438
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.8789
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.87775
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.88105
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07158
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313686
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572999
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867039
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188613
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.537304
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.926363
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.363077
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.836259
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.371123
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.966002
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6231
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3576
ö(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24106
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24357
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40504
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.73781
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32647
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24051
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69763
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.29639
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.25142
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.15883
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.1441
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.64541
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.00239
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.00121
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.00452
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07461
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316747
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576331
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87073
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192176
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.541278
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.931346
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.368118
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842844
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.378022
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.973086
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63099
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36562
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24829
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25116
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41118
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74618
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33693
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23392
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69531
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.41762
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.28914
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.2743
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.13747
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.13176
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.13055
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.13386
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077639
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319827
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579687
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874392
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.195748
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.545248
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.93629
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373199
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.849428
å(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.384975
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.980289
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63902
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37385
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25576
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25902
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41774
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75507
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34356
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23692
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68036
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 24.51183
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 24.05663
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.27292
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.26715
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.26592
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.26923
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08067
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32293
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583066
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878029
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199328
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549215
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.941194
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.378323
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.856012
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.391983
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.987608
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64719
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38229
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26347
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26717
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42473
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76449
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35107
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.216
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66691
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.73546
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 24.49488
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.41455
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.40873
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.40747
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.41077
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083701
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326055
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586469
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881638
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202914
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.553178
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.946061
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.383481
Ï(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.862595
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.399042
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.995044
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65545
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39096
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27142
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27561
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43214
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77444
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.36042
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21478
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65503
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.57303
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.56255
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.55666
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.55537
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.55867
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086731
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3292
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589895
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88522
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206507
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.557135
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950885
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.38868
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.869174
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.406155
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0026
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66339
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39983
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2796
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28433
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43996
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78532
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37043
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21457
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64464
(411.27, 14.25, 246.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 24.82406
(411.27, 14.25, 246.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 24.53032
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.7098
(411.27, 14.25, 246.67) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.7131
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089761
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332367
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593344
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888772
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.210109
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.561088
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.955669
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.393918
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.875749
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.413313
½(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01026
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6715
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40893
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28806
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29332
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44822
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79736
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38111
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2172
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.44935
(411.27, 14.25, 246.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 24.73828
(411.27, 14.25, 246.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 24.68688
(411.27, 14.25, 246.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 24.87815
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092789
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.335552
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.596815
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892293
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213712
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.565033
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.96041
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399192
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.882316
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.420524
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01804
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67979
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41823
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29766
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30259
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45688
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80991
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.39245
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22058
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.44881
(411.27, 14.25, 246.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 24.79828
(411.27, 14.25, 246.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 24.93144
(411.27, 14.25, 246.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 24.99039
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095815
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338758
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600307
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895785
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217323
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.568971
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965104
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.4045
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.888875
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.427778
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02593
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68825
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42876
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30744
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31213
¡(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46666
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82297
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.40444
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22414
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.45098
(411.27, 14.25, 246.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 24.92694
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098839
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341982
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603819
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.899245
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220937
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.5729
(411.27, 14.25, 246.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969754
