¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.595
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.093641
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50792
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.887069
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.428626
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10986
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80987
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90967
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20536
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7634
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99979
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.75043
î(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888856
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118652
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371224
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651804
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959657
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298879
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674438
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.092403
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.509189
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.888458
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.448298
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13255
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84732
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94874
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23046
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80269
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02508
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79175
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888418
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118177
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370469
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650979
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958751
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297875
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.673325
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091161
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.510871
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.890298
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.468009
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15528
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88486
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98711
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25532
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84169
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04945
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.83005
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.89252
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888003
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117727
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369712
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65015
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957839
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29687
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672207
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.089915
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.512963
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.892589
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.48775
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17806
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92249
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02477
î(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27994
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87984
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07291
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.86295
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.91945
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887613
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117304
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368951
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649317
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956922
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.295859
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671084
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088662
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.515468
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.904035
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.507516
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20088
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96018
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06169
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30434
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90907
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09419
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.89469
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.94493
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887248
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116908
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368189
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648483
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956007
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294844
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669961
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.087408
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.518385
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921337
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.527308
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22373
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99795
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09596
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32851
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93246
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.114
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.93137
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.96896
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886906
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116537
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367424
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647646
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955085
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293829
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668834
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.08615
î(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.521715
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938652
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.547118
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24661
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03577
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11665
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35242
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95521
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13289
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.96718
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.99193
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886589
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116193
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366657
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646805
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954162
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29281
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667703
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084888
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.525457
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.955976
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.566941
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26952
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07364
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13715
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37608
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97734
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15085
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00162
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.00229
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886296
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115875
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36589
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645964
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953238
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29179
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.666569
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083623
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.529613
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.973303
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.586778
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29245
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11154
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15745
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39948
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99882
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16788
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.02744
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.00894
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886026
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115582
ı(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36512
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645123
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95231
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290765
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665432
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082355
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.534183
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.990632
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.606621
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31539
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14948
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17755
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45083
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01964
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18396
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.05088
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.01459
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885782
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115317
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364774
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644277
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951381
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28974
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664295
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081085
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539165
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.007957
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.626463
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33834
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.991
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09228
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46723
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03979
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19523
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.07305
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.02022
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885563
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115079
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364514
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64343
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950451
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288713
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663154
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079813
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.544563
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025278
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.646309
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36129
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98756
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09853
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47436
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76815
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20743
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.09394
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.03135
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885367
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114866
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364283
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642583
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.94952
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287682
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662012
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078539
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.544716
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042584
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.666143
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09258
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98398
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10447
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48086
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30335
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22482
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.11353
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.04124
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885195
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114682
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364081
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641733
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948585
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286653
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.660868
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077262
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.543283
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.059877
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32625
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08943
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98028
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11002
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48669
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31074
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.64751
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13617
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.04988
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885048
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114522
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363909
