¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.578646
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184803
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421263
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680686
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986844
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279273
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099709
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256153
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420473
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59314
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774805
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00721
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43148
×(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92476
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53681
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73343
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89291
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05886
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23157
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41125
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59817
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79262
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745077
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946188
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163135
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397805
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673833
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968863
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259679
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577366
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362174
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531145
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708797
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895786
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08631
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52411
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02664
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64077
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73837
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89796
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06401
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23682
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41658
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60359
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81434
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726675
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926379
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141755
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374665
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666956
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951199
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240436
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556327
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471971
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645828
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82873
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775949
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16763
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61932
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13142
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1389
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74664
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90637
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0726
Ğ(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24557
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42552
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63164
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85192
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.708511
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906832
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120664
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357763
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660055
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933847
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22154
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556979
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585752
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764739
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953156
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852935
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25116
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71716
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23926
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15985
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75825
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9182
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08466
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25785
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45954
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67212
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8933
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.690588
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887547
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099863
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351482
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653132
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916811
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202992
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574591
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703667
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88808
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559299
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932009
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.337
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81774
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35016
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18079
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77321
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93345
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10028
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2976
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50286
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71641
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93863
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672903
¹(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.868525
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07935
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345182
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63834
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90009
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18479
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.591682
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236919
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01604
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634314
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01318
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42905
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9211
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46429
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20176
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79151
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95475
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14537
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34365
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54993
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7646
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98792
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.655457
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849765
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065632
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338864
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623214
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883683
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166933
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608236
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256479
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355984
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711204
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09655
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52567
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0274
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58173
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22264
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81822
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00243
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1941
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39347
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6009
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8167
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04128
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638251
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831266
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059859
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33253
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608374
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867588
Â(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149421
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.624246
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.275403
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428988
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790158
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18215
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62494
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13667
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70259
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30495
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85835
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05211
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24654
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44708
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65571
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87277
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09868
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621284
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.813029
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05407
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32618
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593818
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851806
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13225
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.639701
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.293677
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503882
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871167
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27009
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72689
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24903
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82697
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43792
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89814
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09281
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29528
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50453
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71446
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93289
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16021
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.604556
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80018
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04827
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319819
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579548
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836334
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127631
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654589
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.288702
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.931036
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95429
Æ(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36035
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83165
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36457
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95053
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57494
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94145
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13705
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34058
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55227
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77261
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99713
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588067
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794859
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042459
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313445
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565561
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.821174
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124344
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.6689
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.28667
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.92867
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0396
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45306
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93924
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48337
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07778
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71621
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98826
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18492
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38951
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60238
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82387
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05443
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.571815
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78953
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036636
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307059
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.551857
(333.08, 7.44, 357.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806322
