¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(397.03, 13.82, 246.95) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.580027
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163774
(396.97, 13.75, 246.89) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.168021
(396.97, 13.75, 246.89) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.141424
(396.97, 13.75, 246.89) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.116242
(396.97, 13.75, 246.89) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.092449
(396.97, 13.75, 246.89) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.070019
(396.97, 13.75, 246.89) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.052241
(396.97, 13.75, 246.89) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.071002
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.144746
(396.97, 13.75, 246.89) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.749734
(396.97, 13.75, 246.89) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.71942
(396.97, 13.75, 246.89) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.691004
(396.97, 13.75, 246.89) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.336468
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 7.675338
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 7.635005
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 7.596563
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 7.833703
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.13087
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.09546
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.06389
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.03613
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.01215
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.99192
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196406
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.363731
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.543278
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736414
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944678
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166477
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404961
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663962
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.610112
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.458879
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.429888
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.402397
ô(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.448116
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.027139
(396.97, 13.75, 246.89) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.589605
(396.97, 13.75, 246.89) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.560066
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.951838
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.915111
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.880104
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.846777
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 7.105832
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.017417
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.78455
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.75024
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.7197
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.6929
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.66981
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.6504
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197569
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.364968
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544555
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73785
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946211
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169464
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408189
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.568833
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.468558
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.441048
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.417245
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.394861
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.893068
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.914573
(396.97, 13.75, 246.89) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.436864
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.328684
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.296013
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.264895
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.235289
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.503533
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.183892
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.66319
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.832108
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.4208
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.39123
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.36533
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34307
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.32444
(396.97, 13.75, 246.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.5223
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.366361
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.546079
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739451
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94797
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17272
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411716
ˆ (396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.568245
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.541174
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.515588
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.491464
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.767055
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.786197
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.811663
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.812156
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.782529
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.754321
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.727497
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.997001
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 7.493613
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 7.937692
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.077326
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.456676
(396.97, 13.75, 246.89) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 10.23095
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.07757
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.05251
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.03103
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.01311
(396.97, 13.75, 246.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.519597
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.367947
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.547812
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.74128
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94996
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175613
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415526
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675464
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.619129
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.593188
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.568727
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.66548
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.406036
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.377408
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.350117
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.327684
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.311624
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.449772
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.912708
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 7.327711
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 7.44469
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 7.599283
(396.97, 13.75, 246.89) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 9.880832
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.80563
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.77783
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.75357
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.73282
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.71558
(396.97, 13.75, 246.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.577822
(396.97, 13.75, 246.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.633164
ç(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549697
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743316
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952178
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177996
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419652
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679937
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96364
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.673992
(396.97, 13.75, 246.89) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.649177
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.418221
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.397404
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.37779
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.35936
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 5.342093
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.017476
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.417208
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.808029
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 6.907115
(396.97, 13.75, 246.89) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 7.010519
(396.97, 13.75, 246.89) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 9.557884
(396.97, 13.75, 246.89) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 9.535358
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.51822
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.49122
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.46771
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.44766
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.43104
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623578
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005644
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428397
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796146
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199296
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643135
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18534
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89943
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79184
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73038
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32696
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.03001
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.00439
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.98177
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.96213
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.94546
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.93173
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618646
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000173
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411175
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777269
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178573
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658896
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20815
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96875
Ü(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92154
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97208
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27201
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.81175
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.7863
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.76381
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.74425
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.72761
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.71388
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611749
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994373
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394023
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758515
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185602
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67915
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23087
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03773
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05342
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23094
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14827
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.60252
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.57723
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.55486
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.53539
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.5188
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.50507
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603105
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988242
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376951
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757868
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20365
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699316
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25344
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10633
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17421
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14795
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02662
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.67756
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.65342
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.63221
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.61391
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.59849
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.58594
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594156
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979492
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36947
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774049
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221645
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719347
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27596
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17458
Õ(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25653
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0431
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90697
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.88702
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.86275
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.84145
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.82309
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.80767
(396.93, 13.75, 246.86) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.79516
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584926
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969221
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384056
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790163
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239515
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739279
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32701
