¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
— (436.85, 13.84, 291.11) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.041859
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.866903
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101293
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.349687
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61903
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913643
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243823
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.604131
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998755
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447825
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.948062
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.523927
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16305
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90082
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75238
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62779
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99664
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63684
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81315
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50611
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34945
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98238
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865407
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099196
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346037
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615047
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909495
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.239714
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597446
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.992584
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.440918
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940318
Í(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.515129
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15011
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88201
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73351
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7368
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95559
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59539
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76576
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50124
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40019
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47134
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.863914
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095877
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34243
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611107
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90579
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235629
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.590849
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986459
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.433987
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.932621
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.506383
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13729
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86334
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7148
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71318
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9115
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55424
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71849
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43914
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45332
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35366
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.862422
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0926
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338863
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607216
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902112
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231573
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.584343
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980382
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426373
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924969
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.496912
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12458
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84609
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69626
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68977
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86759
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51351
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65311
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37733
Ö(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50893
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2415
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55784
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.860933
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089358
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.335339
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603369
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898454
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.227541
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577926
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974352
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.418838
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917361
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.484517
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11199
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83033
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67583
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66657
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82377
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47312
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58671
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31577
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56703
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13475
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44818
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77478
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.859447
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086159
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331858
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59957
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894825
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.223192
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571601
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968372
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41138
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.909802
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.472291
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09952
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8147
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65366
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64357
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82286
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43312
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52024
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25452
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62767
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03325
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34395
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66767
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.856999
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082997
Í(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328421
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59582
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891221
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21754
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.565368
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.96244
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.404001
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.902294
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.460229
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08717
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79922
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63177
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6168
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79116
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39347
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45379
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1936
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64329
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93695
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24507
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56606
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90062
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.854121
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079878
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325027
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592117
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887643
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.211974
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559228
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.956561
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396703
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.894835
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.448339
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07494
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78389
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61205
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58949
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76094
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3542
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38737
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13294
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56091
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93723
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21607
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50633
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80851
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.85128
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076798
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321679
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588464
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884094
Ê(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206492
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.553257
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950734
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.389488
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.88743
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.436616
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06284
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7687
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5931
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56563
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73098
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31209
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32093
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07261
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48317
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8993
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22118
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51155
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81386
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848476
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073761
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318377
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584859
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880571
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201094
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.548065
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.944959
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382353
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.880075
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.425064
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05086
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75366
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57433
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54207
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7013
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14277
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25456
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01264
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40998
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8234
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23078
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52138
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82395
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845713
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070765
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31512
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581305
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877077
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.195785
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542921
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.939238
É(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.375301
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.872776
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.413685
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03874
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73878
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55575
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51874
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6719
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10842
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18827
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95298
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34128
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7522
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18262
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53584
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83877
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.842988
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067811
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311908
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577803
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873613
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.19056
(437.44, 13.86, 288.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.537824
