¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.44244
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19508
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02812
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47571
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63098
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 21.50447
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 21.48712
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 21.47398
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 21.60187
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 21.83206
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 21.83149
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 21.83517
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731341
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954262
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196483
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460708
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222038
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566386
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933656
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330208
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770262
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261311
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812662
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43656
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17099
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01909
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00932
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00928
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.929
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.158
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04167
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41902
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61905
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85386
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.08566
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.07208
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.06281
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.43997
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.43931
·(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.44302
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731849
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954813
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19708
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909561
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22268
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567115
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939849
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337028
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777849
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269801
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822233
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44679
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17469
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02336
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01435
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03944
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96334
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15746
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05713
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36454
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60998
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83823
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.72305
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.709
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.69938
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732382
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955391
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197711
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9102
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223403
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567872
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943581
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343983
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785591
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278496
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831955
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45787
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17851
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02784
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01957
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07079
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99897
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18568
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07444
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36777
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61574
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88001
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86582
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.38846
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.37847
®(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732942
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955996
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624866
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910852
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224143
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568677
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945537
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351067
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793511
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287304
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84193
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46915
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18411
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03245
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02501
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00586
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03601
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21453
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09367
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39852
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63392
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90498
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87692
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04543
(434.35, 14.06, 304.45) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.10428
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.733526
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956632
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625483
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911533
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224844
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569492
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947552
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355429
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801529
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296298
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852075
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48064
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19729
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03728
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9307
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83886
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07434
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2439
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11479
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47787
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67913
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92876
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93064
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98785
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84021
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734137
°(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363957
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62612
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912228
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225629
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570347
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949675
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35779
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809695
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305446
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86237
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49234
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21067
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0423
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83027
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72362
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11401
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27388
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16452
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55989
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77639
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9558
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98849
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04751
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72967
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734775
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364557
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626759
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912943
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226404
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571213
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951859
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360246
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814621
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314786
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872854
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50429
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22431
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00526
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73208
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6111
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91603
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30445
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25088
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64471
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87764
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99982
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05517
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1261
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81181
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735437
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365181
¿(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627482
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913706
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227223
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572099
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953163
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362751
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817386
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324252
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88353
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51639
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23765
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97158
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63602
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50118
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68533
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3356
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33989
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73229
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98289
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13826
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13129
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20951
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92386
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124614
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365829
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62817
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914453
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228062
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573006
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954214
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365325
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820308
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329555
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894386
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52871
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2081
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93793
(434.35, 14.06, 304.45) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.86273
(434.35, 14.06, 304.45) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.83814
(434.35, 14.06, 304.45) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.81594
(434.35, 14.06, 304.45) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.03041
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43159
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82856
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09275
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32631
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2571
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29786
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127873
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36647
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628869
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915222
Î(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228917
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57396
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955219
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367996
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823297
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332891
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905424
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53855
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1791
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90494
(434.35, 14.06, 304.45) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.62165
