¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó (410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.90972
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78352
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3837
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.73947
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.88398
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.61361
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.80872
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.657003
© (408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.86436
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.088815
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.333046
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.599032
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.88974
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.209661
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.563161
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.954795
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.394821
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.889658
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.454745
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11137
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.90677
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.86686
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.01365
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.40891
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94377
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44638
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.88612
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.99112
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.71737
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.9382
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.667707
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.875921
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.101254
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.346355
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.613545
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.905627
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.226779
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.582072
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.975741
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.418132
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.916426
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.48593
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.15273
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.96537
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.93522
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.09607
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.51021
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08107
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51089
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99706
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.09887
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.82481
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.07236
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.678527
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.887611
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.113917
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.359814
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.628226
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.9217
¸ (408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.2441
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.601208
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.996995
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.441723
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.943504
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.518645
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.19515
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.02361
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.00441
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.17959
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.61301
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20156
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57727
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.08301
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.18991
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.936
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.21128
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.689465
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.899429
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.126721
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.373525
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.643073
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.937959
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.261726
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.620572
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.018504
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.465592
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.970895
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.551713
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.24135
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.08249
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.07443
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.26422
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.71731
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25943
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6455
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.17241
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.28428
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.05102
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.700517
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.911372
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.139668
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.387599
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.658085
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.954404
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.279814
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.640159
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.040267
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.489741
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.998593
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.585137
³ (408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29372
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.14203
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.14529
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.34996
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.82314
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31892
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71568
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.26533
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.38203
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.16993
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.710501
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.923442
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.152751
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.401825
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.673274
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.971033
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.298107
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.659966
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.062284
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.514164
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.026594
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.61988
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.34493
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.2022
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.21699
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.43682
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.9305
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37999
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20101
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.36184
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.48323
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2642
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.719324
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.935145
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.165972
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.416204
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.688968
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.987843
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.316607
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.679997
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.084556
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.538866
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.054902
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.658131
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.39665
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.26302
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.28952
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.5248
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.46924
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69207
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.42255
® (408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46201
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.58796
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54005
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.728228
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.944784
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.17933
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.430736
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.704831
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.004837
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.335313
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.700249
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.107077
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.56384
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.083512
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.699873
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.44887
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.32448
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.3629
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.6139
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.23677
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88305
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55064
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.56594
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4613
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89777
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.737212
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.954509
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.190167
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.445418
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.720861
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.022329
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.354221
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.721004
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.129849
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.589087
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.113687
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.745995
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.50158
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.38658
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.43711
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.05355
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.32879
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07791
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68273
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28592
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25958
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23456
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.746275
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.964322
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.200821
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.458165
Í (408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.737058
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.040085
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.37333
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.742148
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.152872
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.614605
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.144498
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.791682
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.55479
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.44931
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.05536
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.13076
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.42233
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27674
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46386
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5999
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58191
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.585
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.755415
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.974216
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.211571
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.469879
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.751975
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.058025
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.39292
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.763519
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.17614
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.640394
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.176543
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.837755
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.60848
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.20104
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.11974
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.20937
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.51739
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47961
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75473
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97068
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9262
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.764633
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.984199
(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.222414
