¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ (381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.657663
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40247
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90025
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.709224
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.884646
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.07467
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.281148
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.481917
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.677658
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.910638
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.169393
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.453156
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.784796
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.160388
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175407
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714717
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319197
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05218
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85723
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84835
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13917
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55293
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9196
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37265
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.724433
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.901093
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.09251
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.30056
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.50323
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.700619
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.933868
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.194799
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.481057
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.811241
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.189939
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224165
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765489
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375115
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11075
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92574
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94037
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2691
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57024
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92126
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78017
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99812
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.739793
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.917708
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.110535
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.32018
À (380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.524961
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.724035
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.95748
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.220633
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.509438
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.838078
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.219943
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273673
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817118
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431848
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17037
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01265
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03416
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40176
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57999
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92701
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28944
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47343
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.755301
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.934487
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.128744
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.340008
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.547112
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.747914
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.981474
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.246897
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.538303
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.865307
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822662
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323925
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869618
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48946
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23105
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10369
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12967
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53722
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58944
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93678
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29956
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97403
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.770957
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.951432
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.147141
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.360044
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.569688
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.77226
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.005855
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.273592
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.567655
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.89293
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867611
 (380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374943
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923004
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547904
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29276
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1965
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22701
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68044
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60279
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95053
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31381
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71317
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.786759
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.96854
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.16572
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.380287
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.592693
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.797074
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.030624
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.300725
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.597501
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.925034
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913107
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426736
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977335
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607271
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36991
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28339
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32621
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89177
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62007
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96838
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40011
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.802709
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.985812
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.18448
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.400735
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.616132
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.822365
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.055783
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.328294
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.627841
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.958579
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959305
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476664
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032499
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668375
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45106
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37051
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42727
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29529
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64127
Â (380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10308
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65863
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.818802
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.003243
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.203422
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.421387
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.640006
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.848134
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.081335
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.356307
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.658683
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.992695
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006147
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525945
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088634
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732896
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53365
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45933
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53021
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33141
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82103
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3587
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0153
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.835038
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.020835
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.222544
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.442242
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.664319
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.874388
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.107281
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.384764
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.690027
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.027385
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053614
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575968
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145688
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804102
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61772
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54989
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64834
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55312
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07386
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62752
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38853
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.851414
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.038586
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.241844
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.463298
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.689078
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.901131
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.133625
¨ (380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.413668
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.72188
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.062654
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101753
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626842
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203671
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87841
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70331
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64223
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81794
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8033
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3362
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99213
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.867931
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.056494
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.26132
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.484556
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.714284
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.928369
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.160367
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.443022
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.754243
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.098509
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150526
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678435
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262634
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954013
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7904
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73644
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00067
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06274
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61575
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54853
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.884587
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.074558
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.280973
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.506013
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.739944
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.956104
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.190441
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.472832
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.787124
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.134956
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199981
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730893
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327215
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03099
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87906
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8325
(380.90, 10.37, 321.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1881
