¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(331.57, 7.41, 368.64) (332.23, 1.41, 344.97) (0.81, 2.16, 0.81) Human 8.146701
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998163
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311839
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656526
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03695
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458884
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929412
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457325
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04153
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69053
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43165
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29369
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30408
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49852
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91329
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.03214
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.72599
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.17275
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.11278
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.93583
®(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.65599
(332.03, 7.40, 366.69) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 13.93555
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448206
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711019
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997568
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31121
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655828
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036143
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45804
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928458
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456265
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04231
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69143
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43028
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27549
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28273
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47309
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90123
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07623
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.79146
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.2201
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.75184
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.23801
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.72114
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447709
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710456
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996978
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310528
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655081
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035351
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457117
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927487
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455132
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04312
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69237
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41141
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25036
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26144
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.36261
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.33437
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.30902
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.86011
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.18778
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.20992
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.8304
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.22494
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.21653
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.21091
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.78946
(332.03, 7.40, 366.69) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 14.20798
(332.03, 7.40, 366.69) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 14.21067
’(332.03, 7.40, 366.69) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 14.21613
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447185
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709881
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99635
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309859
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654337
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034499
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456195
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926424
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453941
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04398
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69025
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39278
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22018
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24024
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42258
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8181
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38923
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.93205
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.91485
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.81798
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.86105
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446623
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709297
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995717
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309154
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653543
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033676
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45522
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925339
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452749
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04484
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6741
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3744
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19013
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21615
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39748
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69525
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55114
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.00734
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.27401
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.93597
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446055
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708663
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995028
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3084
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65274
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032761
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454252
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924213
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451492
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04269
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65807
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35616
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16018
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.1539
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.12544
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.09966
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.07651
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.056
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.03808
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.02275
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.00999
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.99978
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.99212
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.987
(332.03, 7.40, 366.69) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.90039
(332.03, 7.40, 366.69) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 12.90049
(332.03, 7.40, 366.69) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 12.98684
(332.03, 7.40, 366.69) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 12.99185
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44545
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708019
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994318
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307624
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651891
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031807
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453183
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923052
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45018
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.033
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64226
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33816
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13395
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14572
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33844
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45701
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38701
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05052
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79402
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444862
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70738
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993618
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306826
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651023
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03088
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452118
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921854
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447891
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02117
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62965
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32033
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11349
…(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11069
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28625
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34149
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83625
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1277
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61981
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444228
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706694
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992873
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306018
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650107
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02985
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450991
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920635
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437456
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00934
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62247
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30273
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09331
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07583
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22599
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25164
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49915
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20508
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4469
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443586
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705971
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992111
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30519
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649199
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028834
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449854
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919339
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427037
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997589
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61551
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2927
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07335
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04116
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16638
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23172
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36885
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28262
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41662
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442934
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705279
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991292
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304338
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648216
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027793
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448696
˜(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910504
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416711
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985921
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60869
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28496
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05585
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99592
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10734
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21278
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3059
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36121
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49344
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442247
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704525
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990479
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303437
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647252
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026687
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447474
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9013
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406378
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974277
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60206
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27742
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04722
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94648
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04898
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19487
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28527
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.84291
