¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.742162
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592462
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974174
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404375
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892757
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451906
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098215
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830034
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37515
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77661
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05198
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26367
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45637
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65812
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86944
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17416
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54924
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95075
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38912
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07694
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89744
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52341
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79325
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08819
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40151
ˆ(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71963
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.000845
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491078
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205418
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599586
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982195
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413417
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903087
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463763
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112015
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869871
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47608
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84575
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09478
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2795
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47282
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67513
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88707
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17995
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55539
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95734
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45579
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17947
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05531
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65674
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92999
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23339
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5371
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83251
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.956083
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.348909
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023625
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606406
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989865
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422106
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913054
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475239
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125326
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885536
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57928
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91716
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11174
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29708
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49104
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69407
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90675
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18752
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56347
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96595
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51139
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28571
‚(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21875
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79593
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07633
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36622
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6527
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95112
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.911987
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.21235
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850201
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612958
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997256
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430491
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922568
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486219
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138117
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900584
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68479
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95249
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13041
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31645
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51109
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71485
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92835
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1969
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57345
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97659
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56935
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39581
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58462
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89451
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19963
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48446
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77398
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07559
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.868544
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.092244
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684617
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619256
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004334
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438526
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93173
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496755
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150356
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915023
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79202
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97218
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1508
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3376
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.533
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73762
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95199
†(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20807
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58535
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00923
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62967
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48407
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67185
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9626
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24539
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57216
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90112
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20609
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.82573
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.045182
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.526439
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248328
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011105
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446163
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940455
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506813
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162107
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928877
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77586
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99328
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1729
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36049
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55676
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76229
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97763
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22109
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59919
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0654
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69243
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55501
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74965
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01679
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29568
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62391
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96654
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32425
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.783562
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.998909
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375177
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054822
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017572
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453485
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948827
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516425
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173298
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942034
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73333
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99054
…(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18983
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38523
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58244
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78893
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0053
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23592
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61498
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12394
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75763
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62878
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80688
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07547
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35518
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68036
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02468
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38423
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.742016
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.953347
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.230509
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871046
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0237
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460419
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956731
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525572
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183933
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954567
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69212
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98936
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18859
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39745
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60998
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81752
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03501
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2631
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63268
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18489
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82537
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70546
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86851
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13867
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42002
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74153
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08772
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44924
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.701137
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.908508
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.136061
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.696383
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02949
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466994
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964264
…(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534244
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194048
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966499
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65226
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9897
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18894
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39781
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61699
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84703
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06682
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29618
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67963
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24827
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89566
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67354
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93464
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20646
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48954
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80748
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15568
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51682
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.660849
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.864397
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.087537
