¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
† (392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289144
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.627686
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.763113
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.909642
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.131778
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589844
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781303
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986523
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208116
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448071
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708656
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992627
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303168
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638403
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001202
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401906
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846619
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35649
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914151
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54443
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27604
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19444
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26507
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56534
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45057
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14281
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.619751
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.790416
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22771
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.396233
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.577308
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.768219
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97248
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192944
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431655
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690795
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973178
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281901
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615898
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976447
´(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374525
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816235
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315825
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870318
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49485
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20885
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11149
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17971
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45999
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25872
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88932
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.72922
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.065553
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.218931
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384877
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.565142
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755514
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958801
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178207
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415664
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673498
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954289
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261284
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59411
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95248
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348068
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786831
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27632
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827934
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44681
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1503
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03106
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08488
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3581
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07352
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66694
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.914371
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.057593
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.210447
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.373914
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.553252
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743185
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945537
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163898
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400177
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656667
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936011
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241246
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573027
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929287
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322462
¹(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75842
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243393
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783953
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39525
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09036
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95304
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99259
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25961
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89471
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45268
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06031
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.907112
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.049864
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.202228
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.365094
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.541717
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731219
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932648
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149982
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385156
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640382
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918242
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221836
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552575
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905763
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295294
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726985
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207973
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738894
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34436
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03235
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8774
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90318
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16441
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73874
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24627
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17876
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.900137
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.042421
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.194293
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.356651
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.5306
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719617
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920159
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136535
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370592
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624572
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901031
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203043
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531711
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880643
·(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267571
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696285
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173712
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69623
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29504
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97618
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80412
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81667
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07241
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60393
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01286
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52557
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.89339
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.035229
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.186613
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.348436
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521832
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.708364
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908092
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123493
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356477
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609262
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8844
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184861
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513548
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856312
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24077
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66652
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140599
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661048
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24729
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92188
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73304
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73286
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96575
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47369
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77118
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94955
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.886889
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.028316
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.179213
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.340587
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.513382
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.697688
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896381
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110878
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342834
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594468
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868251
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167271
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494987
»(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833476
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214847
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637804
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108582
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627151
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20109
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86937
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66425
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65178
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86047
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34783
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53865
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40635
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.880605
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.021643
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.172139
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.332988
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50527
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.689414
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88505
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098654
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329655
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580157
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852728
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150274
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476375
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815141
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189782
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610082
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077676
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594491
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15936
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81861
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59757
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57332
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75868
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23349
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31492
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98133
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.874589
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.015242
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.165285
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.325691
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497464
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681512
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874638
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086903
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316904
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566349
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837697
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133847
¸(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458375
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797575
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165606
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583286
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047836
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563118
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12409
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76959
(391.63, 13.71, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53302
