¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490067
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85171
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67405
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51546
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39251
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4456
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80589
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01308
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71254
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.66355
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.51529
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.48277
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546739
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.952415
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985583
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530931
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12395
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81376
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62998
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50034
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37514
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41495
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73239
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05029
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79718
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75813
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.41926
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.40708
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.39888
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.39466
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.39443
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.39817
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.40589
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.41759
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4333
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.45302
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.47678
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44352
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.530777
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.934608
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964201
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506793
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09697
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77525
˜(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58528
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48482
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3573
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38363
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67661
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90266
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88404
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44522
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.42099
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.40078
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.46618
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.56116
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.66106
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.76602
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.87613
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.99154
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.11236
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.23874
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.37085
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.50882
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.3417
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.80308
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514468
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.916411
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942371
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482118
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06954
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73615
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53993
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4689
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33899
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35162
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63656
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70135
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94196
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93167
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31152
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28941
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27168
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.25831
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.2493
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.21288
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.24419
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.2482
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.25654
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27692
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31468
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.35694
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.40374
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4006
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497812
ö(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.897838
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.344673
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456979
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04165
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70164
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49398
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42246
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32019
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32084
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59529
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58425
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99887
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99454
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.480823
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.878898
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32343
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43134
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0133
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66934
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44743
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36794
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30097
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29853
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55275
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4646
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05755
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0594
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.29068
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.30219
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.31769
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.33718
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.36068
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.32748
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.463509
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859596
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300982
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405253
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984556
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63655
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40038
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31284
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28129
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27573
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50902
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3426
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0245
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.34669
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.32247
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.30226
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.28603
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.27379
÷(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.2655
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.26118
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.2608
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.26437
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.40294
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.6542
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.91586
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.18841
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.34359
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.30857
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445875
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.839947
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277243
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378673
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955387
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60335
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35278
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25715
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26115
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25239
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46414
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2184
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88934
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25704
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.97898
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.29409
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.62245
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.46452
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.29366
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427933
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819213
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253168
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351679
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925833
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56968
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30523
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20091
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2406
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22854
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41812
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10914
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75484
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37075
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.45136
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.28273
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409688
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797629
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228767
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.712165
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89591
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53559
è(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26606
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14665
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18887
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20259
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37087
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02518
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62112
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48593
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.44298
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.27577
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390488
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.775536
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.20405
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684339
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865606
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50112
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22651
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0983
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13164
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15817
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30153
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92009
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63584
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42558
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.43937
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.27277
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370568
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753164
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179028
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.65618
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834933
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46623
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18653
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04929
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07377
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11341
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24606
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80958
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69614
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39712
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.8236
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.27373
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350396
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730524
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153717
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.627707
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797306
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43102
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14612
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99977
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01529
ò(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06841
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1934
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69894
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1376
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43258
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93572
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.95519
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.95703
(379.21, 7.24, 347.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.98981
