¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (422.95, 14.77, 252.91) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.963476
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656794
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138956
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679987
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29122
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00203
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.34195
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.3318
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.32388
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.31817
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.31467
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.31338
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.31429
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.31741
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.44514
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.42812
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.41453
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.40435
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.61889
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176517
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854085
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146258
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465965
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81721
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207321
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644138
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124779
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664012
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27313
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97573
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.45629
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.44624
ê(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.43844
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.43288
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.42955
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.42845
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.42957
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.43293
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.50203
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.48496
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.61005
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.46113
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.45433
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172423
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84999
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141768
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461038
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811809
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19882
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631451
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110607
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648099
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25505
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94941
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.57519
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.56525
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.55758
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.55218
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.54902
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.54812
(421.40, 14.55, 252.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.54947
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.81013
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.56272
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.5456
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.6086
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.77513
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.51488
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168304
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845874
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137273
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456137
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806379
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192833
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621322
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098957
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634604
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2394
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92714
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60338
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.80219
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.76676
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.73382
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.72785
ã(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.72872
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.73188
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.73733
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.62728
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.61011
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.67334
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.66303
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164162
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417691
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132771
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451186
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800949
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186796
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614613
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091478
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626196
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22988
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91189
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60703
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.88601
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.88023
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.87677
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.87563
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.8768
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.88029
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.8861
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.69578
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.67855
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.74203
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.73168
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159994
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413151
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128259
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446228
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795475
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180769
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607914
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083967
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617756
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22031
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89668
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61095
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.03911
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.03356
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.03036
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.02951
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.031
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.03484
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.04103
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.76829
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.75099
ä(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.81474
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.80436
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155804
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408587
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123713
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441236
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789983
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174726
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601178
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076449
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609306
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21074
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88156
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61515
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.19854
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.19324
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.19032
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.18978
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.19162
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.19583
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.20243
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.84488
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.82752
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.81867
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.87734
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.85892
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.84421
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.83255
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.151594
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404002
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119184
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436259
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784514
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168657
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594435
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06889
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600813
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20114
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86648
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61966
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.36463
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.3596
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.35699
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.35678
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.35898
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.36359
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.37062
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.38008
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.90822
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.8943
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.62578
É(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.60773
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.59333
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.58258
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.57545
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.57195
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147362
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399503
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114617
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431264
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77901
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162563
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587678
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061378
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592322
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19151
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85149
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6029
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38675
(421.40, 14.55, 252.95) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 12.53299
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54264
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.831
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54333
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7075
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.03174
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.01068
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.99317
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.97919
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.55347
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.52698
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.52061
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.51785
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.51871
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.52318
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143112
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395041
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.669397
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426257
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773498
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156476
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580914
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053802
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583817
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18022
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83657
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58581
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39252
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37426
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58418
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97309
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59558
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66931
È(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.19567
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.41754
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.48105
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.70162
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.55829
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.5318
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.52542
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.52267
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.52353
(421.40, 14.55, 252.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.528
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139152
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39047
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6644
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421234
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767976
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150365
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574124
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046218
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575314
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16714
