°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¡(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.82371
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823771
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163729
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559752
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003804
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45849
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901512
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395452
’(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08209
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87053
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74351
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76287
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84065
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09109
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.66671
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.53292
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.50842
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.60884
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.37533
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.35452
(422.65, 14.73, 249.45) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.63653
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.843616
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063502
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290695
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536984
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804632
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142025
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535505
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976547
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421277
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86018
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349257
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01886
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84211
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69254
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69769
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81062
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09817
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.58544
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.45866
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.43429
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.59247
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.44864
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.42771
(422.65, 14.73, 249.45) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.63169
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825563
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048711
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274703
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519623
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78576
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120403
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51136
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949338
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384595
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819473
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303783
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95611
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81409
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64222
“(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63299
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7812
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10538
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.50831
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.38824
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.36399
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.57949
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.52617
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.50512
(422.65, 14.73, 249.45) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.63107
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80766
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029757
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258945
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502465
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767135
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098794
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48723
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914148
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325453
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779346
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259024
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893845
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76895
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59251
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56878
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75233
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11279
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.43521
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.3216
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.29746
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.6025
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.60799
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.58682
(422.65, 14.73, 249.45) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.63468
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789891
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010504
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243306
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485584
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748722
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077258
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463141
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864937
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262238
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739878
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215017
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83208
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6956
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54345
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50512
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72403
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12025
÷(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.36608
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.25866
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.23463
(422.65, 14.73, 249.45) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 18.58974
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.69422
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.6729
(422.65, 14.73, 249.45) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.6425
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772276
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991457
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227905
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46887
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730571
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055763
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439166
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816577
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199911
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700985
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171658
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770791
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62298
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.495
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44196
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69635
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12795
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.30083
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.19936
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.59991
(422.65, 14.73, 249.45) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 18.79629
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.78493
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.76347
(422.65, 14.73, 249.45) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.65456
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754848
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972554
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208643
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452419
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7127
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034326
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415236
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769022
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140795
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653437
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12902
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710044
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53249
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44724
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37927
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69463
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13575
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.23939
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.14362
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.5482
‘(422.65, 14.73, 249.45) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 19.01125
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.88024
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.85862
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737548
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953856
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18835
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436155
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694993
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012966
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388488
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722283
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08932
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584779
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087101
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649812
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43344
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40008
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31716
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64242
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14371
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.18169
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.0914
(422.65, 14.73, 249.45) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 18.13908
(422.65, 14.73, 249.45) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 19.23499
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.98024
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.95846
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720398
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935291
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168218
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420141
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677608
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991672
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346572
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676312
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03872
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517138
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04586
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590099
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33661
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26014
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25558
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58487
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15183
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.12768
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.04264
(422.65, 14.73, 249.45) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.00071
(422.65, 14.73, 249.45) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 15.96939
(422.65, 14.73, 249.45) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.23258
(422.65, 14.73, 249.45) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 19.0631
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.703426
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91697
Œ(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14828
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399784
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660454
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970432
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305344
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631168
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989033
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450538
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005314
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530917
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24191
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02468
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19455
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53089
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16008
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.07727
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 15.99728
(422.65, 14.73, 249.45) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.16325
(422.65, 14.73, 249.45) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 15.88036
(422.65, 14.73, 249.45) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 15.84565
(422.65, 14.73, 249.45) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.86275
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686626
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898767
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128588
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378338
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643522
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94928
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264819
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586761
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940182
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384956
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933578
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472275
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14929
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8023
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14116
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.478
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16846
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 15.98201
(422.65, 14.73, 249.45) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 15.95529
(422.65, 14.73, 249.45) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 18.31162
(422.65, 14.73, 249.45) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.42093
