¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à (382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.997151
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.067238
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.206278
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.35604
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.517773
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.692929
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.89046
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.09907
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.327353
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.578174
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854976
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.161949
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.500568
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.78949
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.150148
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.560478
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.067331
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370237
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13963
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11272
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19483
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60318
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07075
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.084145
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.224453
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.375629
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.538943
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.717525
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.915966
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.126913
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.357865
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.611752
ù (382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.892103
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.203211
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.539932
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.832556
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.199474
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.615774
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.127505
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467085
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2451
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23029
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33048
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79667
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27581
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.101289
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.24289
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.395507
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.560434
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.746388
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.941879
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.155215
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.388896
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.645923
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.92991
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.24526
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.580265
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.876709
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.249954
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.672414
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.189079
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566462
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35335
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34591
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48044
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00337
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.118672
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.26159
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.415676
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.582248
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.770566
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.968203
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.18398
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.420454
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.680694
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.968404
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.288105
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.621584
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.92197
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.301611
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.730423
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.252076
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664777
İ (382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46449
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46476
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62997
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24506
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.136296
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.280556
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.436138
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.606399
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.795114
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.994943
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.213214
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.452543
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.716073
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.007599
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.33176
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.663914
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.968366
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.354474
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.789838
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035892
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759378
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57858
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58696
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79904
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49606
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76955
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.15416
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.299786
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.456893
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.634467
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.820034
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.022102
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.242921
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.48517
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.752065
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.047501
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.376238
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.70727
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.015913
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.408566
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.850688
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127545
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856458
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6958
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71258
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97349
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75687
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03038
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.172265
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.319283
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.477945
æ (382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.657745
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.84533
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.049682
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.273106
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.51834
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.78868
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.08812
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.42155
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.751675
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.064646
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.463914
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.913009
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221518
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95608
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81615
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8666
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15356
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02808
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03669
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.190612
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.339046
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.500755
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.681363
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.871004
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.077689
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.303773
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.55206
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.825926
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.12947
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.467713
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.797152
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.114945
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.520546
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.976835
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317843
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05833
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93543
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02927
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33956
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67371
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04739
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4379
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.209201
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.35908
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.528877
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.705317
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.897058
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.106125
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.334927
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.586335
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.863811
æ (382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.171557
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.514736
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.843721
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.166657
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.578489
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.042202
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416569
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16327
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05264
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1971
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53165
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68828
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06244
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45345
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.228035
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.379383
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.551279
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.729616
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.923495
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.134994
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.366574
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.621174
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.902342
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.214395
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.562637
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.891408
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.219521
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.637775
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.10915
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512177
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.271
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19448
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35685
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74437
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70716
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08194
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47361
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.247111
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.400567
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.573988
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.754255
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.950319
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.1643
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.398715
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.656579
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.941528
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.257993
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.611428
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.940234
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.273557
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.698432
È (382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.177714
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606764
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38158
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34057
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51609
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98133
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73034
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10587
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5731
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.266433
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.426506
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.597005
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.779241
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.977532
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.194045
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.431359
(382.06, 10.78, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.692559
