¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
— (412.69, 12.50, 330.96) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 9.650428
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.98244
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.69802
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.703443
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.710377
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.718829
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.728807
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.740323
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.753387
(414.19, 12.70, 330.52) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 7.898456
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.83008
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.78821
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.91788
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31524
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58733
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87348
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17481
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40606
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64595
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89696
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15974
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66174
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43153
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.95477
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.98349
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.01638
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.05349
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.09485
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.1405
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.1905
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.762545
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.768383
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.775747
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.784645
‚ (414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.795083
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.807073
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.820627
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.87407
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.69982
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.67371
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.8251
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13254
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3966
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67423
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96639
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27417
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52307
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76965
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04081
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74641
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52485
(414.19, 12.70, 330.52) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 19.70823
(414.19, 12.70, 330.52) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 19.69958
(414.19, 12.70, 330.52) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 19.69477
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.2672
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.30943
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.35599
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.40695
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.829497
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.835773
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.84359
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.852953
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.863876
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.876366
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.890436
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.921441
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.58956
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.56364
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.73527
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9565
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21299
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48249
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76598
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0645
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37906
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64691
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12081
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83421
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62169
(414.19, 12.70, 330.52) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 19.66064
(414.19, 12.70, 330.52) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 19.27081
(414.19, 12.70, 330.52) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 19.19392
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.48952
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.53266
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.58018
ı(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.63215
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.898962
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.905699
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.913992
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.92385
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.935281
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.948296
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.962911
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.979136
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.54511
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.52331
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.64831
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00487
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23751
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4813
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73697
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00532
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28719
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57077
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20353
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92521
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7221
(414.19, 12.70, 330.52) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 19.09725
(414.19, 12.70, 330.52) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 19.08881
(414.19, 12.70, 330.52) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 19.0841
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.72081
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.7649
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.81344
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.86646
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.971025
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.978249
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.987045
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 7.997421
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.009387
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.022957
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.038143
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.054959
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.75153
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.72956
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85194
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07673
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31222
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55893
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81781
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08954
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36136
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59682
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93134
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75245
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67259
(414.19, 12.70, 330.52) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 19.22668
î(414.19, 12.70, 330.52) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 19.25472
(414.19, 12.70, 330.52) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 19.71625
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.96144
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.00654
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.05614
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.11028
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95686
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.053521
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.062847
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.07377
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.086302
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.100453
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1133
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.99271
(414.19, 12.70, 330.52) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 10.96832
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70635
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92374
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1513
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38966
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63955
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90169
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16282
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38902
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62545
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87277
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46203
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34727
(414.19, 12.70, 330.52) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 19.33472
(414.19, 12.70, 330.52) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 19.32637
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.17018
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.21184
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.258
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.30871
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.36403
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912777
(414.19, 12.70, 330.52) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.131618
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722603
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201126
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737189
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34172
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02857
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71268
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45757
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77802
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99813
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22857
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46999
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72312
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97449
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19195
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41915
ß(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65666
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90506
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18406
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03656
(414.19, 12.70, 330.52) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 19.23911
(414.19, 12.70, 330.52) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 19.23078
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.42972
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.47244
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.51972
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.57161
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.62815
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8689
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246372
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670856
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14328
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672142
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26807
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94456
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60216
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3322
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85227
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0752
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30862
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5532
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79578
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00501
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22349
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45177
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6904
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94003
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20131
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73959
(414.19, 12.70, 330.52) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 18.82772
(414.19, 12.70, 330.52) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 18.81931
(414.19, 12.70, 330.52) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 18.81457
(414.19, 12.70, 330.52) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 18.8135
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.79215
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.84528
(414.19, 12.70, 330.52) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.90313
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825281
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199995
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619347
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085754
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607552
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19503
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85922
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49356
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20914
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92912
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15498
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39152
Ü(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62615
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82763
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03791
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25751
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48694
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72682
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97775
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24039
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51549
(414.19, 12.70, 330.52) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 18.74081
(414.19, 12.70, 330.52) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 18.75722
(414.19, 12.70, 330.52) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 18.79023
(414.19, 12.70, 330.52) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 18.82703
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784125
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153823
(414.19, 12.70, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568131
