¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.205148
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.42056
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.40555
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.3932
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.38347
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.37636
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.37186
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.36997
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062167
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314657
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590461
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876271
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167551
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493154
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890819
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334822
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87728
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487031
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1434
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88427
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71931
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70111
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.44149
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.41321
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.38765
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.36479
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.34461
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.32708
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.31219
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.29992
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.29026
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.2832
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.27874
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.27687
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05324
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304924
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579789
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863916
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154097
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471395
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863068
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303716
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839035
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469959
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12388
´(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85403
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69101
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66997
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.35108
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.323
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.29761
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.27491
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.25487
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.23746
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.22267
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.21049
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.2009
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.19389
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.18947
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.18761
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044297
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295179
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569112
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851732
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14078
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456847
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835476
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272814
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800659
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45291
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10427
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82724
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65601
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63209
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.26445
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.23655
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.21134
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.18879
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.16888
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.15159
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.1369
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.1248
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.11527
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.10832
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.10392
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.10208
(338.05, 7.55, 372.67) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 13.05179
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035356
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285408
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55842
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839664
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127651
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442443
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807977
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242092
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762138
¼(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435816
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08469
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80452
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62118
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58251
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.18149
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.15377
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.12872
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.10631
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.08653
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.06935
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.05476
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.04274
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.03328
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.02637
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.022
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.02018
(338.05, 7.55, 372.67) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 12.9702
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027388
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275655
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547755
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827782
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114674
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428229
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780699
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211554
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723492
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418696
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06512
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78203
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58656
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54267
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.10211
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.07456
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.04966
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.02739
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.00773
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.99065
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.97615
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.96421
(338.05, 7.55, 372.67) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 12.95481
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.94794
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.94361
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.9418
(338.05, 7.55, 372.67) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 12.89212
(338.05, 7.55, 372.67) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 21.17434
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020532
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265862
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537049
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815992
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101851
¸(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414202
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756882
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181201
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684723
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377722
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0455
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7597
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55217
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50315
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 13.02619
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.9988
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.97405
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.95192
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.93237
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.9154
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.90099
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.88912
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.87977
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.87295
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.86865
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.86685
(338.05, 7.55, 372.67) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 12.81743
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013718
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256083
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526354
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8044
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089171
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400329
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741643
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151086
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645851
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332263
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02587
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73756
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51793
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46404
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.95367
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.92643
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.90182
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.87982
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.86038
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.84351
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.82918
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.81738
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.80809
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.80131
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.79703
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.79525
(338.05, 7.55, 372.67) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 12.74611
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006895
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246291
¹(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515668
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792918
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076659
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386657
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726622
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121129
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606887
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286775
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00624
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71561
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48392
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42527
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.88444
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.85736
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.83288
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.81099
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.7671
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.75035
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.74636
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.73808
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.72885
(338.05, 7.55, 372.67) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.73292
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.72867
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.7269
(338.05, 7.55, 372.67) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 12.67803
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000115
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238606
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504957
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781596
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064339
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373154
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711778
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091406
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567873
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241203
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986638
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69389
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45765
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38688
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.81844
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.7915
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.76715
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.74538
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.71535
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.69867
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.68451
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.67284
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.66367
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.66772
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.66349
(338.05, 7.55, 372.67) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 12.66174
±(338.05, 7.55, 372.67) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 12.61312
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99335
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23125
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494279
