¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(424.01, 14.25, 323.10) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 17.67143
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25763
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.47358
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.4841
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.49746
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.51367
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.53276
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.21072
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.1813
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.15532
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.13276
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.11359
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.09779
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.08534
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.02742
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319366
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57483
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85323
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157691
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492001
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860651
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27397
ê(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736862
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236845
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809734
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46377
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21362
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04977
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01246
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18421
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.45024
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.46067
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.47395
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.49008
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.50908
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.05498
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.02595
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.00034
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.9781
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.95923
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.9437
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.9315
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.87422
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308338
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562859
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840155
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14334
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476213
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843217
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250548
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710653
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211379
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782169
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43232
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1774
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00624
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96166
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11158
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.4297
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.44007
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.45328
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.46933
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.48824
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.9053
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.87666
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.85139
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.82947
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.81088
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.79561
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.78363
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.72697
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297332
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550854
á(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827072
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46046
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825823
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230489
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684575
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186096
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754729
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40102
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14137
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96315
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91129
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03972
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.41196
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.42227
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.43541
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.4514
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.47025
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.76149
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.66729
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.64245
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.62092
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.60268
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.5877
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.57599
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.56752
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286339
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538951
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814052
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114753
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44476
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808483
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211266
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659572
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161604
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727415
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36988
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10553
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92044
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86142
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96866
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.39699
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.40725
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.42034
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.43627
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.45506
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.80052
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.80237
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.8075
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.8159
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.8276
Õ(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.8426
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.86092
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.88257
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872097
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527039
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801063
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100554
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429169
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791242
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192068
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638197
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137572
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70026
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33895
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06995
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87808
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81202
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90827
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.38479
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.39501
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.40805
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.42394
(424.90, 14.41, 322.72) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 14.44268
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.2121
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.21441
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.22007
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.22911
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.24151
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.2573
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.27649
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.2991
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.861674
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.096651
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788134
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086403
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413595
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774035
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173016
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616906
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113677
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673263
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30816
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03459
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83617
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76314
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85056
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14608
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70691
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.66003
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.65253
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.64847
Ë(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.64785
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.65067
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.65693
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.66665
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.67982
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.69647
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.71661
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.74025
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851288
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085598
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34001
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072271
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398088
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756915
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154022
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595738
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08993
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646376
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27756
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99944
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79465
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71471
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79345
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07536
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62358
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.12086
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.11366
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.10998
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.10984
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.11322
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.12015
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.13061
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.14463
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.16221
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.18337
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.20814
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.840938
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074587
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328004
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604828
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382631
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739902
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135126
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574643
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066287
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619658
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24714
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96451
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7535
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66684
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73695
Ë(424.90, 14.41, 322.72) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.18781
(424.90, 14.41, 322.72) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.13204
(424.90, 14.41, 322.72) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.15201
(424.90, 14.41, 322.72) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.1748
(424.90, 14.41, 322.72) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.20043
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.60037
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.60439
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.61203
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.62332
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.63826
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.65686
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.67914
(424.90, 14.41, 322.72) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.70513
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830626
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06362
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316047
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.591743
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894012
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722929
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116328
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553694
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042748
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593123
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21692
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92964
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71274
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61941
(424.90, 14.41, 322.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68107
