¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘ (442.44, 14.40, 262.77) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.93083
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72603
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37169
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07633
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14003
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.59962
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.57481
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.55274
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.53337
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.51669
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.50268
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.49132
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.48262
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.47654
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.4731
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.47228
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.4741
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008242
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235299
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479777
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745597
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03556
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353109
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702222
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087793
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522988
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009583
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531763
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10334
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72207
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3883
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14855
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19246
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.69083
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.66584
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.64361
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.62409
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.60729
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.59317
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.58172
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.57294
Ë(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.56681
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.56333
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.5625
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.56431
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.005163
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231098
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475195
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740618
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030126
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347128
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695621
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083847
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51862
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004658
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531114
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10262
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71857
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40587
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2045
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27725
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.78598
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.76081
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.7384
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.71874
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.70179
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.68756
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.67602
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.66716
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.66098
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.65746
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.6566
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.65841
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001989
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226919
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470709
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735721
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024755
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341243
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689274
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080021
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514342
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999877
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530732
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10219
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71545
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40565
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22291
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36207
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.88519
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.85982
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.83723
Î(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.81741
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.80034
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.78598
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.77434
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.76541
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.75916
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.7556
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.75473
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.75653
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998196
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222862
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466276
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730892
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019495
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335468
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685912
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076292
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510177
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995198
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530606
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10201
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71273
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40257
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2418
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44679
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.98859
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.96302
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.94025
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.92026
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.90304
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.88857
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.87682
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.8678
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.86149
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.85789
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.85699
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.85879
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994503
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218834
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461921
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726153
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014317
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329937
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682619
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072655
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506149
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990659
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530692
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1014
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71044
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39998
Ï(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26114
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53137
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.09632
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07053
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.04757
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.02741
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.01004
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.99543
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.98358
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.97447
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.9681
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.96445
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.96353
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.96533
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990859
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214925
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457654
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721502
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009256
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327028
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67943
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069092
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502187
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986252
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530706
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09976
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70856
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39784
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28096
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61582
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20851
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.1825
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.15933
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.139
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.12147
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.10673
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.09477
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.08557
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07913
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07543
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07448
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07627
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987298
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211066
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453472
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716949
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004272
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32422
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676332
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065681
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498373
Ï(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981955
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525856
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09844
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7071
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3962
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30125
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70002
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.32533
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.29908
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.2757
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25518
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.23749
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22261
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.21053
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20124
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.19472
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.19098
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.19
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.19179
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983792
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207277
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449385
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712487
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001789
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32147
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67332
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062317
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494656
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977769
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521162
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09753
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70605
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40138
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32201
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.784
(441.96, 14.43, 265.68) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 13.92949
(441.96, 14.43, 265.68) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 13.99075
(441.96, 14.43, 265.68) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 14.05532
(441.96, 14.43, 265.68) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 14.12325
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.35826
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.34323
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.33103
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.32164
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.31505
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.31125
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.31024
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.31203
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980364
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203552
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445349
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708104
Ú(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999364
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318812
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670378
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059093
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491039
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973752
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516604
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09698
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70544
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40862
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34326
