¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969636
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030716
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639099
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35792
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21133
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23164
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52379
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12449
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83274
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.48372
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.99697
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256457
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705599
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033988
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642828
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35943
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21309
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22937
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.521
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12101
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44787
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47549
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.98249
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065464
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489577
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994523
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645662
ø(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35974
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21345
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22523
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51587
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11457
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21476
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46176
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96205
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883757
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284717
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736861
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647615
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35883
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21243
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22184
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50847
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10646
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22187
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.16829
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.93571
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710649
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090199
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516803
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627422
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35679
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20997
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21894
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49871
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10882
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22492
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02191
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.90351
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545611
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905327
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308415
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763045
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35351
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20613
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21438
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48665
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10799
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22384
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95412
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.06837
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388122
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729433
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110771
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539423
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186928
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20088
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20811
ƒ(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47231
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08184
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2187
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95812
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48226
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23769
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561923
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9231
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327872
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78452
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19333
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20022
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45568
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05081
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20948
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96026
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40213
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113877
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402184
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744702
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127421
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557778
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045092
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19068
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43679
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01666
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18658
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9577
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31616
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095369
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314358
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575019
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937364
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343471
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801733
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17294
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41571
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98893
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13759
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95043
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27027
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07704
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294585
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529625
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784275
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140661
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572312
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061139
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39238
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95976
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08463
‚(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93843
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22493
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058961
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275075
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50854
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761397
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03615
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355638
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815154
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3669
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92786
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02778
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86147
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17373
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040265
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255787
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487689
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738801
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01158
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308833
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633965
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073456
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8933
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96714
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75975
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09316
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021089
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236751
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46713
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716513
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987342
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282413
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605001
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95915
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349602
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90281
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65401
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00803
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002191
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217948
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446818
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694499
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963421
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256288
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576461
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927763
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309354
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85097
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5444
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90776
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983439
†(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198689
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426767
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672809
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939839
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230557
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548297
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896844
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264185
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81063
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43112
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78493
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964953
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17871
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406957
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651361
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916549
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205225
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520566
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866376
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219933
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59716
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34893
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65765
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946651
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158995
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387449
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630215
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893596
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180204
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493228
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836105
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176497
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549491
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2679
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54417
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928577
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139533
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367333
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609399
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870973
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155565
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466287
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797049
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133837
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502726
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18293
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45754
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910717
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12029
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346533
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588843
ƒ(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84864
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1313
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439733
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758741
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092013
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456905
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858079
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36624
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893081
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101278
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325995
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568591
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8267
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107361
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413611
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721149
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050972
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411957
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808615
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27044
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875681
(353.14, 9.46, 317.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082526
