¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.76874
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49804
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629767
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767375
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058475
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597821
(418.96, 13.62, 325.97) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 12.75111
(418.96, 13.62, 325.97) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 12.74462
(418.96, 13.62, 325.97) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 12.74063
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.52774
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.54772
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.57079
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.59698
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.6263
Ø(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067033
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138613
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213097
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290539
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37118
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455019
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54233
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633204
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727829
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826375
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929003
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035978
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14747
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263727
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385027
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511624
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643789
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781891
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926231
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421699
(418.96, 13.62, 325.97) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 12.78306
(418.96, 13.62, 325.97) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 12.66354
(418.96, 13.62, 325.97) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 12.65954
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.67985
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.70026
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.72381
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.7505
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.78036
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07687
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148693
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223396
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301158
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382038
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466208
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553804
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645024
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739964
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83885
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941848
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049205
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161106
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277801
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399576
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526594
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659309
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797899
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942834
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253073
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.26102
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.25462
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.25062
á(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.249
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.24978
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.88299
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.9102
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.94063
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09656
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16767
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241645
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318615
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398702
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482004
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568749
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658992
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753272
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852531
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955963
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063732
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176101
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293234
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415466
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543041
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676278
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815477
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960994
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113194
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.18734
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.18096
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.17695
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.17532
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.17606
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.17918
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.07635
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.10737
(418.96, 13.62, 325.97) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.834402
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192387
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267036
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344633
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425409
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509415
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596883
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687936
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782706
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881419
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984234
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091351
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203038
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319473
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440943
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567671
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699993
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838249
è(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982749
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133828
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39042
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.20861
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.22032
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.23445
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.251
(418.96, 13.62, 325.97) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.26999
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.24922
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.28086
(418.96, 13.62, 325.97) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.416794
(418.96, 13.62, 325.97) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.680159
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293467
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371829
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453289
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538076
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626335
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718189
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813847
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91344
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017204
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125347
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238018
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355567
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478188
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606127
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739742
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879319
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025222
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193887
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18422
(418.96, 13.62, 325.97) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 12.91332
(418.96, 13.62, 325.97) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 12.91317
(418.96, 13.62, 325.97) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 12.91554
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.29551
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.32106
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.34989
(418.96, 13.62, 325.97) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.38202
(418.96, 13.62, 325.97) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.397313
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245149
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321139
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400182
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482423
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568012
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65709
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749811
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846367
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946909
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051659
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16081
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274633
Í(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393291
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517122
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646343
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781324
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922285
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090801
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274328
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71483
(418.96, 13.62, 325.97) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 12.89654
(418.96, 13.62, 325.97) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 12.89638
(418.96, 13.62, 325.97) (402.52, 10.19, 296.46) (0.84, 0.87, 0.84) Tools 17.38675
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199533
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273274
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349944
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429783
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512801
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599216
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689151
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782811
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880269
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981815
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087614
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197876
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312791
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432704
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557778
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68834
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824688
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993009
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170868
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357756
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998144
(418.96, 13.62, 325.97) (402.52, 10.19, 296.46) (0.84, 0.87, 0.84) Tools 17.41048
(418.96, 13.62, 325.97) (402.52, 10.19, 296.46) (0.84, 0.87, 0.84) Tools 17.41556
(418.96, 13.62, 325.97) (402.52, 10.19, 296.46) (0.84, 0.87, 0.84) Tools 17.42404
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205919
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302535
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379993
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460587
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544464
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631731
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722589
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81715
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915652
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018225
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125111
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236484
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352634
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473811
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600229
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735764
Ã(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900188
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072702
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253888
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444344
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644691
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165153
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332973
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411226
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492672
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577404
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665588
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757382
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852964
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952492
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05613
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16417
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276779
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394148
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516626
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652412
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812098
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979544
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155342
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34001
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534151
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738487
(418.96, 13.62, 325.97) (403.02, 10.55, 298.23) (1.19, 1.67, 1.17) Tools 15.68023
(418.96, 13.62, 325.97) (403.02, 10.55, 298.23) (1.19, 1.67, 1.17) Tools 15.92971
(418.96, 13.62, 325.97) (403.02, 10.55, 298.23) (1.19, 1.67, 1.17) Tools 15.79697
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125192
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322287
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443717
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526013
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611679
(418.96, 13.62, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70082
