¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®(375.00, 9.70, 318.57) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.89234
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106532
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356625
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63265
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935104
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293852
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683906
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119716
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609735
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172765
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837836
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42059
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20539
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.79662
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87688
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1061
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355223
û(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626863
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928708
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280547
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669096
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10311
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590977
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151847
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780154
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33873
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04039
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.71181
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876454
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105636
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35471
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626308
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9236
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267211
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654259
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086497
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572248
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130882
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708554
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25855
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87843
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.62715
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876091
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105242
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354275
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625835
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921179
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258101
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639429
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069896
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553499
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109872
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638326
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17994
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78828
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.54469
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87573
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10485
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353841
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625381
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917293
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254905
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631521
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053295
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534819
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088778
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569427
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10291
ú(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70157
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.46243
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875411
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104504
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353462
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624237
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91354
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251651
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627942
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047065
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516667
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030375
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501901
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02743
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61668
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.37897
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875098
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10416
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353116
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620811
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909795
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248431
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624359
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043046
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512186
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988604
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435643
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953464
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53356
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.29572
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874808
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103839
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352774
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617487
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906185
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245169
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620745
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039016
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507632
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983853
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415507
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892762
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45223
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.21877
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874548
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103562
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350191
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61424
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90323
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241919
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617157
ø(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03498
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505068
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979549
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410751
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8875
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41726
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.13876
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874317
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103328
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347236
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611067
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900283
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238655
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613508
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030931
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505731
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975655
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406461
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882743
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41197
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.05898
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874093
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102179
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344391
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607905
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897309
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235402
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609888
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026875
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506311
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972194
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402643
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878514
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60124
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.98285
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873904
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099614
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341565
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604847
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894338
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232129
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606235
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022812
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506838
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969177
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399315
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874848
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.15609
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.92234
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873776
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097078
ì(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338818
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601836
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89135
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228813
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602583
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022543
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50729
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966537
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39642
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871648
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.02966
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.8648
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87193
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094602
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336148
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598895
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888391
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225543
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598928
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02286
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507637
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964359
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394051
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954407
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.9318
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.80235
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869699
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092185
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3335
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596055
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885411
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222225
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595244
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0231
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507939
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962616
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392109
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20213
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8668
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.72711
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867513
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089797
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330927
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593258
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882407
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218919
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592125
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023322
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508143
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961308
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390688
í(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46064
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.76793
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.65064
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865369
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087496
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328434
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590531
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879405
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215624
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592266
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023409
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508277
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960431
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389696
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1942
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.66942
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.57457
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863296
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085253
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325986
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587875
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876408
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212282
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592279
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023482
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50834
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959959
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579885
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66364
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.57145
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.50047
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861264
