¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(441.88, 14.38, 268.23) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 3.578792
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.43501
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871312
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090792
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328578
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587059
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868906
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177456
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497213
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879084
Ô(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306184
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.582675
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.587224
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.593453
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.60137
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.61098
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.622294
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.635325
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19695
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95525
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72036
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15953
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60561
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08193
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34268
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55064
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76725
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99303
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22831
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4737
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869241
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088553
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326187
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584428
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866056
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174345
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497801
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885705
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301943
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.48051
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.484638
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.490429
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.497884
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.507011
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.517822
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.530327
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13358
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95335
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70193
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11807
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56165
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0352
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27131
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47739
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69208
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91578
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21036
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55269
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867252
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086415
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323829
Ó(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581903
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863305
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171317
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501066
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883404
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29785
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.491433
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.46401
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.438405
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.414589
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.407077
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.417413
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.429416
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07233
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95303
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66526
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07927
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52046
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99144
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20357
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40793
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66484
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97851
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30763
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6573
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865345
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084327
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321568
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57945
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860614
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168356
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506527
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879829
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29386
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.630668
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.602774
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.576724
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.552494
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.53006
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.509396
(442.01, 14.28, 270.12) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.490485
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01309
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95426
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63104
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04306
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48206
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94477
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16804
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45676
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75929
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07652
µ(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41059
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76676
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863471
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082313
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3194
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577077
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85802
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165515
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503422
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876356
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290016
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751349
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268927
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888438
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57841
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29745
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9093
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40934
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95589
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95706
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59928
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00945
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44641
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9806
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25984
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55192
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.858
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17907
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52058
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88131
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861689
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080396
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317313
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574783
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855536
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162791
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500398
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873035
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286312
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747203
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264293
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873346
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55583
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27498
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8628
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35875
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90066
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95986
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56989
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97835
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45539
»(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04599
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35571
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65131
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96118
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28786
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63548
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00094
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859948
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078513
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315281
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572594
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853159
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160157
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497529
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869838
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282747
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743247
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259818
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858278
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53367
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26184
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82531
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30996
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84735
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89831
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54293
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96856
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51893
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11452
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45581
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7551
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06892
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40316
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75544
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12594
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858311
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076714
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31334
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570482
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850823
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157638
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494723
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866751
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279333
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739385
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255497
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843184
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51193
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24898
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79381
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26285
Å(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79601
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83809
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51832
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03036
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58547
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18637
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56015
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86334
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18347
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52345
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88068
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25643
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.856701
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075009
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311488
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568459
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848619
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155192
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492056
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863821
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276067
(442.01, 14.28, 270.12) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 8.527402
(442.01, 14.28, 270.12) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 8.49686
(442.01, 14.28, 270.12) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 8.468179
(442.01, 14.28, 270.12) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 8.441333
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23643
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76383
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2175
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74654
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77915
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57645
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09502
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65505
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26149
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66895
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97626
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30403
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64885
(442.01, 14.28, 270.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01371
