¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057134
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.293999
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840837
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.449085
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12046
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91022
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94609
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40296
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97439
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9347
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.24277
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.20076
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.16229
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.12733
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.09584
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.06778
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.04313
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.02187
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.00397
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.98942
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.9782
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.576064
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804807
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054348
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327138
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.634253
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974334
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351038
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777728
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25213
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.896744
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.397353
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05904
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85703
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87329
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27489
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81672
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7358
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.03253
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.99124
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.95345
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91911
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.88819
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.86067
å(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.83652
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.81571
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.79822
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.78404
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.77315
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.558139
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785286
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033016
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303887
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608768
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946061
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31913
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741888
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210603
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.737809
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.346109
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00505
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80425
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80119
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14887
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66184
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54093
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.83063
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.79002
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.75286
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.71912
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.68876
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.66175
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.63807
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.61769
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.60059
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.58676
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.57618
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540308
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765874
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011809
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280922
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583423
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917952
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287422
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706287
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.169428
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.69104
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.421215
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.96024
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75187
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72978
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0249
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50976
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35003
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.63669
ô(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.59673
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.56018
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.527
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.49717
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.47065
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.44741
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.42744
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.41071
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.39721
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.38693
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522575
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.746575
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990732
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258076
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558221
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890015
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255913
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670931
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12861
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644705
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.225709
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.915749
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69991
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65907
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90289
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3604
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16298
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.45037
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.41102
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.37505
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.34242
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.31308
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.28703
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.26422
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.24464
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.22826
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.21508
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.20507
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.504942
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727391
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969749
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235355
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533165
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.861681
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224607
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635823
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088145
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598599
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.172939
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02609
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64836
€(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58907
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78283
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21368
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97972
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.27133
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.23257
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.19716
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.16504
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.13619
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.11057
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.08817
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.06896
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.05292
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.04003
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.03029
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.487411
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.708324
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94887
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212761
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508258
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833432
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193512
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600967
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048042
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.552852
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.12074
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.793749
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59724
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51977
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66478
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06965
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80017
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.09926
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.06108
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.02619
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.99456
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.96617
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.94098
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.91896
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.9001
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.88438
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.87179
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.8623
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.469988
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689376
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928132
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1903
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483508
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805406
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.162631
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56637
„(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008305
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507573
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.069109
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733802
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73271
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45118
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54865
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92824
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62428
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.9339
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.89626
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.86187
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.83072
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.80276
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.77797
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.75632
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.7378
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.72238
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.71006
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.70081
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.452671
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.670552
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.907538
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167973
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458912
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777608
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.131965
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532033
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968931
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.462763
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018049
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.674464
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4558
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38331
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43437
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78938
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45189
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.77497
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.73784
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.70394
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.67323
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.64569
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.62129
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.59999
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.58179
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.56666
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.55459
(342.35, 7.25, 369.95) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.54557
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.435464
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.651852
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887091
ô(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145782
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434478
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75004
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101521
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497535
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.929926
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.418424
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.967563
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.615738
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38555
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55837
