¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133134
(333.22, 7.17, 380.09) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.71945
(333.22, 7.17, 380.09) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.71534
(333.22, 7.17, 380.09) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.71351
(333.22, 7.17, 380.09) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.71397
(333.22, 7.17, 380.09) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.71671
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353293
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614934
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900146
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212531
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556083
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.935625
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.35703
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.836082
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00561
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66398
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39061
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22613
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20179
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39903
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.85317
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.83016
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.80993
(333.22, 7.17, 380.09) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.57617
(333.22, 7.17, 380.09) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.54136
(333.22, 7.17, 380.09) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.64818
(333.22, 7.17, 380.09) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.95427
(333.22, 7.17, 380.09) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.95006
(333.22, 7.17, 380.09) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.94818
(333.22, 7.17, 380.09) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.94864
(333.22, 7.17, 380.09) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.95142
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355448
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617092
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902505
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21512
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.558938
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.938786
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.361473
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842531
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01376
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66902
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39641
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23279
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21627
€(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.78758
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.93677
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.99043
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.96468
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.72272
(333.22, 7.17, 380.09) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.90887
(333.22, 7.17, 380.09) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 22.18135
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.53112
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.36035
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.2968
(333.22, 7.17, 380.09) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.19814
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357487
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619219
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904831
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217671
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56175
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9419
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.366778
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84889
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.392479
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67403
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40213
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23938
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23057
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.92997
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.11892
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.19769
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.17157
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.94639
(333.22, 7.17, 380.09) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.54581
(333.22, 7.17, 380.09) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 22.68415
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.74303
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.75965
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.98359
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359407
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621312
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907119
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220182
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564519
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.944968
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.37201
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.855158
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.399564
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67892
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40773
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24591
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24466
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.06136
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.30832
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.41403
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.38752
ø(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.18066
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.5865
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.98977
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 24.24792
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.54148
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3613
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623373
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909372
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222657
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567246
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.947988
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377399
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.861331
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.406545
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02533
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41328
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25232
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25855
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.275
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.15006
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.12796
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.11513
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.27734
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.74859
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.61823
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.46775
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.09691
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.14358
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36316
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6254
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911589
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225091
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569927
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.951966
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382812
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.867408
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.413419
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03316
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41876
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25862
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27219
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.53003
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.29997
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.27288
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.30571
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.47303
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.91644
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.88062
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.93384
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.11468
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.92425
¾(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364991
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627394
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913769
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.227482
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572567
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.956453
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388137
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87339
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.420184
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04087
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73916
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26483
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28566
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.79842
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.52063
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.4931
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.50424
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.67696
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.09029
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.69186
(333.22, 7.17, 380.09) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.6784
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366789
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629353
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915912
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.229836
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57516
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.960866
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.393372
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.879271
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.426834
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04846
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74456
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27307
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29888
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.08112
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.77394
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.72347
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.71116
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.88961
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.27041
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368556
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631278
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918016
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232146
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577708
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965209
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398521
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.885053
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.433376
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0556
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74987
İ(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54764
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31189
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.51908
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.05967
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.96461
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.93895
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.11144
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.45706
(333.22, 7.17, 380.09) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 21.74765
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370291
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633169
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920083
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234415
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580893
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969479
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.403578
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.890735
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.439801
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06053
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75507
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55367
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32465
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53175
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.36098
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.2172
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.19108
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.34298
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.65056
(333.22, 7.17, 380.09) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 22.56002
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371992
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635023
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922111
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23664
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.584673
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.973673
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.408543
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.896312
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.446111
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06536
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76018
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55958
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33718
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53987
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.67906
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.48196
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.45537
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.58478
(333.22, 7.17, 380.09) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 14.85121
(333.22, 7.17, 380.09) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 23.80176
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373662
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636841
ª(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9241
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238824
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.588387
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.977796
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.413413
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.901784
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.452303
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07009
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76519
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56538
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50785
