¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28455
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688689
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091103
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539706
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034101
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556012
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.144
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81132
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48437
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24129
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09397
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04495
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17233
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45572
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99436
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13677
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.0597
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.972236
Í(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.133972
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.307627
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494564
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.696301
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914625
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151582
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409585
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69156
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000825
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330102
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693515
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.298635
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.276629
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.256167
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561219
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14987
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81801
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48758
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24498
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09658
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04793
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16319
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43317
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95086
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08193
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10944
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.974664
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.136537
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.310396
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497544
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699515
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918077
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155342
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413702
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696084
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005141
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.331152
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.306056
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.282547
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.513535
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.660406
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.814687
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1566
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82443
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49212
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25009
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10087
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05291
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15635
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41331
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91074
Ô(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03125
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03635
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.977226
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.139276
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.313347
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50071
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702929
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92179
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15933
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418101
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700848
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009827
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.316444
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.291408
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.267953
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.544055
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.084922
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.378471
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.566391
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82953
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49786
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25663
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10465
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05978
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15179
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39618
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87996
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98473
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99313
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.979911
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.142191
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.316475
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50409
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706542
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925724
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16361
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42275
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70595
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014883
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.303229
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.278244
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.25484
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.544997
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.086004
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.712419
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.251485
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.484485
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.00364
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26464
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10396
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0631
×(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14955
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38371
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86176
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94228
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97194
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.982797
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.145284
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.319765
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.507639
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710414
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929868
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168122
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427654
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711328
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020252
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35151
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.266554
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.243193
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.221385
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.201109
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.714046
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.447952
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.31905
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.63021
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.14257
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10494
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06422
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13007
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37753
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84679
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90389
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95603
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.985832
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.148506
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.323268
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.511379
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.714466
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934266
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172902
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432852
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717053
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026002
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357813
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724136
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130449
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.10218
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.075341
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.050242
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.317019
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.32185
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52271
Â(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28496
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11398
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06725
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11068
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35483
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83495
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86954
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94535
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.989018
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.151935
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.326902
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515323
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.718724
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93889
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177922
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438307
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723009
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032131
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364539
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731561
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138714
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592924
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081028
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.493815
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.464466
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.437134
(398.35, 14.28, 245.85) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.01264
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2973
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12548
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07224
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10264
(398.35, 14.28, 245.85) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.44294
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82631
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83916
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93995
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.992355
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.155522
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.330784
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.51949
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723197
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943735
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183186
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444057
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729285
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038616
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37168
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73942
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147462
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602695
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090506
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619244
Æ(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21539
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87188
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54567
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31106
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13871
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07917
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10744
(398.35, 14.28, 245.85) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.23086
(398.35, 14.28, 245.85) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.53932
(398.35, 14.28, 245.85) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.53054
(398.35, 14.28, 245.85) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.52479
(398.35, 14.28, 245.85) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.52207
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.995878
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.159269
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.334807
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.523807
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.727881
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948809
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188697
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450106
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735885
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045429
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379187
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747746
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156696
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613014
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100663
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.630635
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2283
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88371
(398.35, 14.28, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55909
