¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(381.89, 13.86, 260.99) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.15926
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35449
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72007
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06148
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39904
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79499
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43064
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1398
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.16486
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.39822
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.8019
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.36745
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.90475
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300584
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665225
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07225
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526635
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037099
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663358
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.531
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64764
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32322
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44341
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.804
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12774
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4683
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85698
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4976
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.08675
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.08163
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.08101
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.09119
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.21296
Ñ(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.39145
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307075
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674049
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082079
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537644
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049514
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689113
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56168
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69855
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39006
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53518
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87003
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19673
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5404
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92123
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56697
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.15525
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.15023
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.15137
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.81292
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.80785
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.17767
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314293
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68255
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091545
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548237
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061515
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71376
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59112
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74703
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45384
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62502
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93866
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26841
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61538
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9878
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11199
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.2286
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.22361
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.22865
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.23928
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.25573
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.26025
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32165
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690742
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100624
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558461
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073044
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737337
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61927
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79306
İ(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51444
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7126
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00998
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34294
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69337
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06253
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.58367
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.22017
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.30466
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.31093
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.32177
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.33716
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328729
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698559
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109367
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568286
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084093
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759791
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64604
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83649
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57172
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81027
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11162
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42793
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77433
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14734
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.22204
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.30648
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.39333
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.39567
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.40256
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.41381
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335488
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706072
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117742
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577669
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094714
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781064
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67149
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87736
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62564
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91125
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21679
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53758
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8747
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23538
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.44428
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.51675
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.49813
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.74306
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.66624
Ò(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341969
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713236
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125745
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586627
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104812
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803753
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69553
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91547
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67604
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01559
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32555
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65101
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99312
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.86536
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.66465
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.5985
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.57392
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348083
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720038
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133352
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595166
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115689
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825894
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71819
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95089
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72285
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12338
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43792
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76826
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11559
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.77054
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.14029
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.50942
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.56179
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.73486
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.92027
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353933
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726575
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140605
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603281
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133859
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847067
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7394
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98347
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76599
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2347
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55402
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88944
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56506
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.91482
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.89155
ç(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.62786
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.63371
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.44638
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.39018
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.99195
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359468
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73269
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147414
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610956
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151132
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867233
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75915
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01321
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80537
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34972
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67397
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01472
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.06013
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.03214
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.00888
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.38159
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.15703
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.20807
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.35984
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.5083
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364707
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738499
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153902
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618193
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167573
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886423
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77745
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04001
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84094
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46848
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79785
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51773
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.18329
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.15529
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.13206
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.40448
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.18748
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.18269
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.33181
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.47847
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.84226
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369587
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743907
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159951
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625024
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183114
Å(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904577
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79426
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06391
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87261
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59106
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92582
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.66901
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.43961
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.22299
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.16182
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.30698
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.45331
(381.39, 13.91, 262.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.60625
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036764
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748983
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165633
(381.39, 13.91, 262.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631353
