¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê (336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.845059
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53137
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200762
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411202
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641472
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897775
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176054
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479298
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851909
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27886
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749642
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506876
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32288
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49895
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68322
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87627
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0622
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23602
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41767
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55589
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63492
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71733
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80325
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89281
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98606
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08317
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18426
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28947
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39995
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51554
ˆ(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197634
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409935
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629482
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884743
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161917
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463863
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831268
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255848
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721552
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422317
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31405
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48979
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67374
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86638
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03281
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20566
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38629
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54802
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62694
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70926
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79506
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88447
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97758
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07455
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17547
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28053
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38986
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50359
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194463
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408922
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621715
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871911
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147969
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448656
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810763
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232965
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693695
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368305
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30665
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48214
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66575
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8407
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00535
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17728
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3569
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54228
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62114
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70336
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78904
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87835
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97137
…(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06823
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16905
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27402
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38319
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49683
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191246
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408083
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620843
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859292
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134263
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433706
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790379
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210239
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666079
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314091
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30074
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47594
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65897
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8159
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97972
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15082
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32951
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51636
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61746
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6996
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78526
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8745
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96746
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06424
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16503
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26989
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37899
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49255
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187977
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407495
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62021
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848886
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120755
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418992
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77008
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186523
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638706
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259663
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22232
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47127
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63666
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79288
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95597
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12623
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30414
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49007
…(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61592
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69806
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78366
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87288
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96578
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06257
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16331
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26816
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37724
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49078
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184657
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407138
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619807
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848467
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107474
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404513
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749938
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162278
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611578
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205141
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1088
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46695
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61609
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77167
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93403
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10357
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2807
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46581
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6165
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69866
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78426
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8735
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96645
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06323
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16394
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26881
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37794
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49146
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18126
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406991
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619639
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848284
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094707
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390269
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729866
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138184
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584683
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150445
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04271
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44865
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59722
ƒ(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7522
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91394
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08279
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2592
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44357
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61924
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70139
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78707
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87636
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96935
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06616
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16694
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27187
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38102
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49386
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177843
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407075
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619735
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848375
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094805
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37629
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709941
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114315
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558048
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095652
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97654
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43434
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58003
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73444
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8956
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06386
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23963
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42332
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61542
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70635
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79209
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88144
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97452
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07144
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17232
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27732
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38557
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49647
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174376
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407386
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620048
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84872
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095204
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36253
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690177
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090639
ˆ(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531652
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040792
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910403
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42964
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56991
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71844
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87905
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04678
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22198
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40505
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59648
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71344
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79934
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88878
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98198
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07903
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18005
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28388
