¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.777674
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361841
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.929762
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594447
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.382755
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3325
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62009
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21634
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15236
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28887
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.355045
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.49622
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.647807
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.810939
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.986928
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.177362
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.415316
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601984
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.597171
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745057
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080861
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459696
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890302
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.383959
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.955486
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.624735
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.418933
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37646
÷(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67994
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26858
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21991
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10074
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98979
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.359555
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.501084
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.653031
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.816581
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.993011
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.183939
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.426046
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.593177
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592848
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.75848
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095947
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476772
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909786
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406396
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981591
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.655491
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.455692
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42117
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74089
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32201
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31775
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8923
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79573
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.364254
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.506132
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.658414
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.822381
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.999293
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.193384
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.436932
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585492
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.589415
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772074
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11123
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494076
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929537
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.429149
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008082
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.686711
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.493039
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46662
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80289
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37658
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4211
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70368
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.369116
î(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.511318
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.664016
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.828376
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.005767
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.203368
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.447948
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57892
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.586871
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785838
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126709
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51161
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949557
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.45222
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.034959
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.718407
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.530972
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51283
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86599
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43233
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52656
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5213
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.374108
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.51664
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.669754
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.834569
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.012446
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.213485
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.459079
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573455
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585211
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.799771
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142383
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529368
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969843
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47561
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.062218
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750575
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.569497
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5598
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9294
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48926
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6342
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34483
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.379224
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.522161
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.675663
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.840902
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.019325
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.223704
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47033
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.569092
ä(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584436
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.813873
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158251
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547354
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.990396
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499317
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.08986
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.783218
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.608618
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60754
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98804
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56003
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74404
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17419
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.384508
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.527822
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.681741
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.847471
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.026362
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.234035
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.481706
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565825
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584548
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828144
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174314
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565566
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.011216
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523344
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11789
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.816335
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.648338
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65604
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04786
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64904
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81384
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00908
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.389939
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.533632
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.687971
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.854219
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.033668
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244512
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.493217
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563418
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585511
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.842752
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190635
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584003
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032302
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547687
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146303
æ(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.849929
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.688663
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70533
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10886
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75228
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84349
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9673
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.395525
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.53959
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.694408
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.861119
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.041103
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.255054
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50484
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.56169
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.587273
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.858747
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208174
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603835
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054826
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.573518
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176253
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.885102
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.730608
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75627
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17099
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85757
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87559
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00382
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.401266
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.545735
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.701003
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.868237
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.04882
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.265728
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.516579
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.56105
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.589923
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875609
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226237
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62397
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077873
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60015
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.207376
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921943
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.774893
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8105
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23433
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96496
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12783
ú(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.407135
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.552035
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.707784
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.875492
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.05665
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.276512
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.528477
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.561502
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59346
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892661
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245449
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644546
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101202
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.627123
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.23891
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.959297
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.819834
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86559
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29887
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07445
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94682
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04415
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.413137
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.558499
(411.35, 13.70, 327.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.714702
