¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ (392.89, 14.62, 307.56) (409.36, 8.56, 315.57) (0.81, 2.16, 0.81) Human 4.73827
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58579
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.91665
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.92316
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304299
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579212
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880551
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163296
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409739
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675314
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962189
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27307
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778444
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244193
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398019
(392.99, 14.75, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.781331
(392.99, 14.75, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.9683
(392.99, 14.75, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.165228
(392.99, 14.75, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.372868
(392.99, 14.75, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.592048
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89805
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1241
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36137
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6223
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92866
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25291
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71011
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25899
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85667
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49714
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.74948
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75594
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290892
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56456
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864474
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151581
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397155
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661713
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947553
¿(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257196
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720013
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178679
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330138
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488525
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654349
(392.99, 14.75, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.558668
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43349
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63751
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85128
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0755
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31075
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55789
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85531
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17577
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63507
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17778
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7685
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41376
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.58911
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.59553
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277499
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54986
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84833
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04157
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384931
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648578
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933322
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241803
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661958
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11533
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264492
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420473
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583698
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754612
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31485
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59467
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80678
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0292
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26258
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50771
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78493
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10182
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56316
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10002
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68414
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32186
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43532
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4417
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.990695
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.965777
Æ(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.942067
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.919536
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.89816
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635837
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919569
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22687
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604315
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054093
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201042
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354674
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515428
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683719
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09377
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42006
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71201
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9852
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2168
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46003
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71752
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03093
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49434
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02562
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60342
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26298
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28793
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29427
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.883518
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.859139
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.835941
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.813898
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.805893
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422823
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906258
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21244
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547052
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994909
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139729
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29112
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449538
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615291
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.78896
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08166
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53049
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8302
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14834
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41481
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66852
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96308
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42847
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95446
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5263
Ô(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21011
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.14675
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.15305
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.865575
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.859586
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.854556
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.850481
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.847358
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094097
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849712
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198509
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529898
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937702
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080498
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229773
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385859
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549237
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720346
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899633
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28005
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64645
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95436
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2815
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62392
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89819
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36557
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88653
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45267
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16056
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.01162
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.01788
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.908173
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.902291
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.897378
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.893428
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.890436
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.013129
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143158
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18504
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515266
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882456
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023319
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170479
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324422
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485512
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65414
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830844
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81293
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47006
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76834
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08497
×(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42159
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78007
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30553
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82171
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38243
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11426
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.89317
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.8994
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.952411
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.946645
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.941855
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.938036
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.935185
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.012797
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107882
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453193
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501153
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829111
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968083
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113286
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265167
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424007
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590296
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764537
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947147
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00333
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58981
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89652
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22239
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56915
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22801
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75993
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31556
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07117
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.76958
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.77578
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.998352
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.99271
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.988051
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.984372
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.981668
(392.99, 14.75, 307.58) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.012465
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073922
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160115
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861856
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777562
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914749
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058085
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207958
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364686
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528753
Ô(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700588
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880676
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06961
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20244
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7158
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03148
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36715
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1265
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6779
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25193
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03128
