¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.13507
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38308
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85502
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53469
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53372
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.96901
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845943
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069204
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309659
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571015
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856874
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166467
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497941
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.868174
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.28001
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.744525
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.279297
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.867137
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52096
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24394
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04839
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97747
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06186
¡(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33776
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79861
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46204
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.44412
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.84447
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839129
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.061824
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302038
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562605
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847676
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157064
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487608
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855376
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.266198
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.728465
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.262027
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.848243
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50041
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22131
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02287
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94545
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02315
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29349
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.74375
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39144
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35716
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.72374
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.832376
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054509
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294504
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554281
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838574
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147808
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47744
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842705
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.252575
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.712566
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.244073
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.829602
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48021
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19914
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99795
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91415
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9853
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25027
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.6904
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32285
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.27278
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60675
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825686
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047264
â(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.287058
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546046
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829571
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138701
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.467435
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.830164
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239139
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.696832
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.226307
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.811215
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54011
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84733
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5137
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06446
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94833
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20807
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63856
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25627
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.19094
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.49343
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819057
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040086
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.279702
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537899
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820666
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.129467
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.457596
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818648
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.225896
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.681263
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208735
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41932
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09854
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8255
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65706
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61724
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73818
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20196
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.12619
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.06859
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.04179
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.01821
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.99778
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.98047
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.96625
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.9551
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.0145
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812491
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032979
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272123
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529843
¹(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81186
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.120313
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44792
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.807975
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.212841
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245539
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803688
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40143
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07906
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80427
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63267
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58897
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.705
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.27949
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.03379
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.98863
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.96596
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.94633
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.92977
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.91624
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.90568
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.89816
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.94746
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805992
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025941
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264482
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521878
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803155
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111235
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438412
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797488
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732767
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230469
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788127
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38383
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05906
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78357
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60892
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56143
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67268
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94847
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.07902
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.03055
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.01112
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.99477
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.98152
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.9713
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.96418
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 14.96012
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.02089
(412.81, 14.17, 246.42) (384.62, 8.16, 262.73) (0.81, 2.16, 0.81) Human 18.40845
£(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.799558
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018976
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256918
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514003
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794551
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101795
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42907
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282532
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719455
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215539
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772825
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36658
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03944
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7634
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58578
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53461
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64121
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90452
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32189
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.307
(412.81, 14.17, 246.42) (386.43, 8.01, 259.89) (0.81, 2.16, 0.81) Human 15.31936
(412.81, 14.17, 246.42) (384.62, 8.16, 262.73) (0.81, 2.16, 0.81) Human 18.28784
(412.81, 14.17, 246.42) (384.62, 8.16, 262.73) (0.81, 2.16, 0.81) Human 18.2673
(412.81, 14.17, 246.42) (384.62, 8.16, 262.73) (0.81, 2.16, 0.81) Human 18.25046
(412.81, 14.17, 246.42) (384.62, 8.16, 262.73) (0.81, 2.16, 0.81) Human 18.23735
(412.81, 14.17, 246.42) (384.62, 8.16, 262.73) (0.81, 2.16, 0.81) Human 18.22789
(412.81, 14.17, 246.42) (384.62, 8.16, 262.73) (0.81, 2.16, 0.81) Human 18.22211
(412.81, 14.17, 246.42) (384.62, 8.16, 262.73) (0.81, 2.16, 0.81) Human 18.29585
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793189
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012083
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.249433
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506223
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786049
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09247
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891871
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271767
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706307
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200787
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75688
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34963
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02019
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74377
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56325
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50849
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61067
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86179
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.277
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89901
(412.81, 14.17, 246.42) (384.62, 8.16, 262.73) (0.81, 2.16, 0.81) Human 18.466
(412.81, 14.17, 246.42) (384.62, 8.16, 262.73) (0.81, 2.16, 0.81) Human 18.36164
(412.81, 14.17, 246.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.064924
®(412.81, 14.17, 246.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.057205
(412.81, 14.17, 246.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.050876
(412.81, 14.17, 246.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.04593
(412.81, 14.17, 246.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.042364
(412.81, 14.17, 246.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.040172
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786887
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005262
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24203
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498535
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777649
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538023
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882307
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261194
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693308
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186238
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740442
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33302
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00132
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72469
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54135
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48313
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5809
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82024
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23366
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84285
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72304
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.87609
(412.81, 14.17, 246.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.018182
(412.81, 14.17, 246.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.010541
(412.81, 14.17, 246.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.004282
(412.81, 14.17, 246.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 6.999397
(412.81, 14.17, 246.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 6.995883
