¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
²(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.75712
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314589
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65751
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.03581
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.455161
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485701
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02043
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50185
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95239
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28126
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57367
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88403
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28611
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99761
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72621
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26138
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005644
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.318179
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.661462
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04018
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460024
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476375
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48336
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8925
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16231
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44813
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7513
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07341
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73882
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42939
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88964
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008412
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.321622
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665256
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.044379
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.464692
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466934
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999416
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46538
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78303
Ù(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04703
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3265
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62285
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93751
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49087
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14671
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58686
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01097
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324426
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668787
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048403
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.469167
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457349
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988687
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43244
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67693
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93531
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20876
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49853
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80604
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25315
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87721
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29863
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7513
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013392
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.327081
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671714
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.052012
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473444
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455501
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97779
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33451
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57403
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82704
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09468
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37819
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67886
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02504
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62006
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02399
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45734
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015678
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329588
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674477
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055068
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.477118
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463785
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980194
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25978
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47424
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72211
Ü(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98419
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26165
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55583
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86811
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37451
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76211
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1774
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62341
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017828
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.331949
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677075
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.059102
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482972
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472034
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989347
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24897
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45873
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67942
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91176
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15669
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43671
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74221
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13984
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51214
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91061
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33796
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79735
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020188
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335576
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.682201
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.064859
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489382
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480166
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998451
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23936
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44868
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66892
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90076
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14517
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40301
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67542
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94347
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27338
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65608
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06604
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50615
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024353
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.340145
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.687239
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.070436
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.495587
å(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488185
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00745
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23093
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43991
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65973
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89116
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13507
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39242
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64927
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85018
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16757
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5049
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86408
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24711
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68261
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.028378
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344562
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692106
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.075827
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.501587
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49614
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0163
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22373
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43237
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65184
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88291
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1264
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38335
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58379
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78068
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0722
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40401
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75714
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13361
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5357
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032262
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348825
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.696805
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081031
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507377
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503969
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01941
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21772
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42608
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64529
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87601
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1192
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33468
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52072
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71531
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97999
à(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30651
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65387
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02399
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39088
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67129
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036005
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352935
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.701333
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086045
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.512959
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511744
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01481
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21292
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42107
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63999
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87048
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10007
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2761
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46009
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65248
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89081
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21226
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55407
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91816
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2424
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51642
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039607
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356887
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705689
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.090868
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.518331
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519382
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01132
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20928
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41727
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63602
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86634
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04565
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21981
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40181
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59209
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80461
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12115
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45769
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81601
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09936
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36731
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6491
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043064
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360681
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709872
Û(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095501
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.523487
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526917
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00899
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20683
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41473
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63335
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82837
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99339
(341.61, 6.91, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16573
