¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢(336.39, 7.37, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.68661
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.010904
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.987107
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.976209
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.840955
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.661957
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.496568
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.343331
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.200985
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.068442
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.984213
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.934437
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.886638
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.840726
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.796617
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.754234
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.713503
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.674354
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.636724
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.600552
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.56578
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.532356
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.527062
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.53952
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.552762
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.993725
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19518
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399221
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.047489
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.022412
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.998553
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.987048
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.858284
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.678082
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.511618
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.357414
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.214196
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.080865
Ô(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.994286
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.944281
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.896264
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.850144
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.805835
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.76326
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.722345
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.68302
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.64522
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.608885
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.573957
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.540383
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.535084
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.547598
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.560898
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992619
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182878
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386023
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604324
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.03497
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.011043
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.99887
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.87727
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.695744
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.528098
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.37283
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.228658
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.09446
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.005289
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.955034
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.906779
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.860429
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.815902
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.773117
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.732
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.692482
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.654497
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.617985
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.582886
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.549146
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.543836
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.556411
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.569775
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982119
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170831
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373114
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590466
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.048591
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.02459
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.011687
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.897944
ß(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.714973
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.546032
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.389607
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.244388
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.109246
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.021547
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.966708
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.918192
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.871593
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.826828
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.783815
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.74248
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.702752
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.664565
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.627858
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.592574
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.558655
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.553325
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.565967
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.579399
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971097
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159038
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360484
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576927
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.063287
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.039207
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.025511
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.920345
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.735799
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.565455
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.407769
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.261415
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.171943
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.106331
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.043527
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.98338
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.92575
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.870508
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.817533
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.766712
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.717943
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.675434
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.638518
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.603031
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.568919
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.563561
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.576276
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.589783
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960354
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147582
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348206
à(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563643
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.079076
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.05491
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.040356
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.944512
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.758264
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.586396
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.427346
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.335436
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.264026
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.195734
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.130388
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.067826
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.007901
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.950475
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.895421
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.842618
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.791957
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.743336
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.696656
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.654516
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.619267
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.597538
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.60902
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.621283
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.949842
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136335
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336158
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550747
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.095973
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.071716
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.056235
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.97049
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.7824
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.608892
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.51369
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.435748
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.361288
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.290109
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.222024
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.156867
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.094474
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.034702
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.977415
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.923552
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.879908
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.837963
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.797648
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.758898
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.721648
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.685839
İ(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.675514
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.688214
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939616
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125367
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324426
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538129
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.113997
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.089642
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.073166
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.99833
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.808257
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.708663
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.623325
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.541895
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.46414
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.389843
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.318807
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.250849
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.194979
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.142811
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.092715
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.044594
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.998361
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.953937
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.911242
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.870206
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.830762
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.792845
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.756397
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.758416
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929588
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114676
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312964
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525865
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.133165
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.108707
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.091165
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.02808
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.922674
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.828918
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.739572
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.654364
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.580105
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.514655
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.451904
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.391718
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.333971
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.278546
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.225334
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.174234
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.125149
Õ(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.077991
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.032676
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.989126
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.947269
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.907034
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.868359
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 3.83535
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.919841
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10425
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301792
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513865
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.153501
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.128932
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.11025
(335.41, 7.27, 331.26) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.103336
