¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¤(341.68, 7.28, 379.28) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.34836
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289774
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466091
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653862
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854253
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068532
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298103
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512813
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.32493
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.82646
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.82105
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.81892
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.184041
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.249042
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.316956
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.387966
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.462194
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.539907
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.614998
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.692207
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.772983
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.857558
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.160835
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.376816
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.530887
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.695165
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870698
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058585
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251189
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424233
§(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608471
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80494
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014871
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239618
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438577
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.41565
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.41198
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.41131
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.55662
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.55464
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.219778
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.286116
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.355409
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.427862
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.503676
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.575802
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.650889
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.729439
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.811702
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.897806
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.345829
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.49737
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658819
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831286
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015754
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213536
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384689
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565587
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758327
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96416
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184363
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368357
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.61861
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.61185
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.60814
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.60748
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.60986
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.64355
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.256614
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.324284
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.395034
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.468391
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.538346
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.611493
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.687957
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.767925
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.85165
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.088212
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.465223
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.624041
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793535
ª(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974751
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16895
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347285
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525007
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714277
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916253
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125049
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301988
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489401
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.82306
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.81623
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.81249
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.81183
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.81425
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.81976
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.294492
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.363591
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.434465
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.502694
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.573894
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.648369
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.726205
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.80765
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.892915
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.307935
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590656
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757355
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935477
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126219
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311893
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4866
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672567
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870902
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066458
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239157
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422007
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56775
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.86621
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.85221
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.84702
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.84637
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.84881
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.85435
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.333536
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.402128
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.468621
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.538007
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.610548
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.686368
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.765655
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.848635
®(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.013836
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.546824
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722573
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897783
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085273
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278384
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450213
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633084
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82795
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010996
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179686
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358209
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54732
(341.26, 7.29, 379.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.08727
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.44641
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.43199
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.42079
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.4128
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.40802
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.40644
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.371241
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.436088
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.503771
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.574451
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.648352
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.725554
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.80635
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.890925
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.225035
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.689126
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861492
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04589
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243492
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415743
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595635
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787282
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958475
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123425
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29781
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482511
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29642
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.23839
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.22105
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.20692
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.19596
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.18817
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.18354
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.18207
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.405037
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.471067
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.539997
¦(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.611989
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.687287
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.765973
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.848337
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.937499
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454064
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826516
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007959
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202273
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383017
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56011
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748682
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90871
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070099
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24066
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421117
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985746
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69198
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.02189
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.00488
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.99101
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.98028
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.97267
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.96819
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.96682
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.439837
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.507108
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.577343
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.650706
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.72744
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.807691
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.891644
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.140061
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.703171
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971386
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162575
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351932
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526383
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711864
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861584
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019629
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186481
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36299
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549835
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.173
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15328
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.81414
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.79742
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.78381
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.7733
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.76587
§(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.76152
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.76024
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.475643
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.544213
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.615793
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.690586
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.768858
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.850693
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.936339
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.359067
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935977
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124175
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322322
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494241
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670159
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816959
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971751
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135155
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307873
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490667
