¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(377.56, 16.02, 283.83) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.060663
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39044
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40186
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44796
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56992
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982795
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185706
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407362
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645653
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.897311
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170231
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.467157
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791321
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147022
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.528372
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.948321
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93627
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47342
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07424
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75063
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51764
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39455
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40663
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46718
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59769
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985193
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190093
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412091
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648559
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900455
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173643
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470871
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795378
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.149414
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.530377
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.950538
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938996
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47648
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07771
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75451
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52204
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3996
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41246
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49292
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62737
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988304
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194635
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416988
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65167
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903821
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177296
æ(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47485
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799987
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.151582
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.532761
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.95317
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942266
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48014
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08177
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75915
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52726
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40561
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41939
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51854
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65897
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992671
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199333
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421572
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654989
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907411
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181191
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479091
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805002
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154094
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.535522
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956217
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94605
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48431
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08648
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76444
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53333
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41254
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42743
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53555
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69249
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997185
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204186
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424837
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658511
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911223
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185329
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483675
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.809359
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.156947
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538659
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.959682
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.426454
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48908
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09183
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77047
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54017
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42041
Ü(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43657
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55411
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72795
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001842
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209195
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428296
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.662241
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915259
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.189711
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488789
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812282
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160144
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.542175
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.963567
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.430375
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49445
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09782
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77726
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54787
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42926
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44682
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57424
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76275
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006642
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214358
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431943
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666178
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91952
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194335
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.494164
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815515
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163687
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.546069
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.967867
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.434775
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50035
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10444
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78474
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55641
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43904
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45816
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59589
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78792
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011586
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218347
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435782
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670321
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924003
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199417
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499801
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819064
à(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.167571
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.550341
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.975548
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.439654
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50688
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11175
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79295
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56578
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44976
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47059
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61919
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81816
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016673
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22209
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439812
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67467
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928708
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204832
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504023
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.822927
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.171801
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.554991
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.981807
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.445013
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.96064
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11966
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80188
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57594
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46143
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48415
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64402
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85925
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021904
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226012
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444032
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679224
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933663
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.210488
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507853
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.827103
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176374
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.560019
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.987073
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.450853
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.967152
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12825
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81158
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58697
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47413
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49884
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67378
Ë(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90228
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.027214
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23011
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448442
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.683983
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939093
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216384
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511969
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831593
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.181291
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.568886
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.99277
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.457171
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.974198
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13746
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82199
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5988
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48771
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5146
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69353
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94728
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031196
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234385
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453044
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688951
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944744
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222521
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516374
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836399
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186554
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578193
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.998902
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.463973
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.981784
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14732
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83316
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61152
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50226
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53096
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7059
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99425
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03534
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238836
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457836
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694221
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950614
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.227129
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.521068
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.841519
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192569
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584945
Ú(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.005469
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.471256
(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.993232
