¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.42789
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57101
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067987
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302388
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556973
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834374
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137699
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.42909
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.424218
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.420796
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.418824
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.418298
Í(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.419218
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.421587
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.425404
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32394
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80141
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52461
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45717
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86107
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25658
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7651
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29402
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55429
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8267
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11202
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41189
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73117
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06651
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62409
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065316
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299502
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553811
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830926
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133935
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46659
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.468709
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.465412
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.463573
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.463188
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.464259
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.466786
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.470771
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27452
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74762
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46905
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4546
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82594
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30097
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81283
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36578
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63357
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90887
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19722
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50331
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82621
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16538
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68184
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062696
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296636
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550719
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827511
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130213
Î(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462512
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.515125
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.51196
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.51026
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.510026
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.511255
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.513948
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.518112
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2298
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69551
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41437
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42875
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86965
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3478
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86316
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41995
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71654
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99485
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28779
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59898
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92567
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26891
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68362
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060097
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293827
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547642
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82419
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126528
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458484
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.563519
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.560492
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.558939
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.558862
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.560259
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.56313
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.56748
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.66501
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64505
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36062
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46261
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9156
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39704
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91605
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.477
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80332
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08477
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.384
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69896
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02964
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38078
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96056
Ù(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057508
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291033
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544619
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820873
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122958
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454505
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.613941
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.611062
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.609667
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.609756
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.611328
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.614387
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.618934
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.658273
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59623
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30782
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41719
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96384
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44877
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97165
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5369
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89388
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18056
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4845
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80339
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14907
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5202
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30918
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055002
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288303
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541646
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817622
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11937
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450613
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.666456
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.663732
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.662502
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.662767
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.664526
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.667782
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.672536
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.678794
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54897
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25591
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37249
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01436
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50295
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02988
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59975
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98844
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28153
Ô(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59584
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92992
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28114
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73009
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67582
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052529
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285615
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538711
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814424
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115866
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44674
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.721123
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.718563
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.717509
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.717959
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.719915
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.723377
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.72835
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.734839
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50899
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2108
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32856
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06722
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5597
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0909
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66555
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0921
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39972
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72265
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06195
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44273
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9487
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96153
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050071
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282963
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535823
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811275
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112447
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442947
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.77801
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.775625
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.774755
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.775401
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.777565
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.781245
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.786448
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.79318
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47694
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17457
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28529
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12251
É(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61899
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15473
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75145
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21411
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52652
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85459
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19934
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65779
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17649
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19139
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047656
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280358
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532991
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808212
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109053
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439234
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8032
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.834987
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.834312
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.835166
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.837547
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.841459
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.846905
(441.83, 14.21, 271.40) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.853893
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44633
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13891
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2428
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18023
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68093
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22141
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89115
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34091
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65839
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99183
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38283
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88175
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41384
(441.83, 14.21, 271.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63313
