¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ (393.69, 14.81, 307.64) (412.32, 8.71, 315.76) (0.81, 2.16, 0.81) Human 5.613182
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75916
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.28107
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.273926
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.267637
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.262196
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142007
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489626
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856531
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26703
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732603
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16387
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607466
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12557
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64333
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08929
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56697
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94136
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3433
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7758
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08952
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44577
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82471
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23309
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77709
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52398
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.26138
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.254204
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.24788
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.254846
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142825
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490521
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858228
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271374
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737518
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172239
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616694
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11498
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59859
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04063
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52344
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90709
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30661
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71154
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99744
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31297
Å(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68423
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07961
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57021
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24463
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24625
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.242631
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.235426
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.229068
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.256695
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143629
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491394
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85999
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275815
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742464
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18104
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626366
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11925
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55517
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99339
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47188
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87454
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27177
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64196
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9268
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22063
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5488
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93616
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37146
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9776
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01619
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.224804
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.217572
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.211182
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.25856
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144435
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492289
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861936
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280308
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747463
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190267
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636554
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13053
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51302
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94755
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42188
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8437
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23878
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57513
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85716
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14964
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4564
Ì(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79795
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20263
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72298
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79543
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78021
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.90753
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.92168
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.207883
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.200624
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.194206
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.260438
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147591
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49319
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865982
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284782
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7525
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199961
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647239
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12148
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49217
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90312
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37346
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81453
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20759
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51097
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78997
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08161
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38507
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70569
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06148
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52508
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54472
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54123
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.67079
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.68479
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.191848
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.184566
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.178121
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.26233
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150896
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494091
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870037
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289307
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75758
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210085
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658402
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10804
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48351
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86011
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32653
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78703
Ë(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17815
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44941
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72557
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01641
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31675
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63406
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96956
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34055
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27505
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31208
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.44322
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.45709
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.176687
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.169381
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.16291
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.264235
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15425
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496212
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874117
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293891
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762671
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220613
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670075
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09548
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47596
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84903
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28114
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76115
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13087
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39045
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66385
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9522
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25141
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56547
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89755
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24917
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01727
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09229
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.22449
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.23822
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.162383
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.155056
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.148563
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846497
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157638
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499952
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87827
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298487
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767858
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231649
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682231
É(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08382
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46947
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84207
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24444
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73694
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07682
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33396
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60479
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89033
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18892
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49994
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82876
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17681
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79584
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88141
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.01428
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.02789
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.148922
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.141576
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.135061
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849609
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161054
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503716
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880588
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30309
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773038
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243099
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694869
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07306
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46407
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83627
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2382
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69304
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02516
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27998
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54832
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83121
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12928
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43743
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76311
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12177
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7121
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61327
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.8067
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.81437
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.136293
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.128929
(394.17, 14.88, 307.74) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.122394
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852715
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164488
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500714
Å(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842118
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307785
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778229
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255006
