¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ø(426.98, 14.96, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806995
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.736686
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.282102
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.875225
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56254
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35506
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25983
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27719
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48665
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91147
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7267
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11211
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92978
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 21.20785
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 21.21291
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 21.25402
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.87824
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.86903
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.8639
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.86283
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.86584
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.87291
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.88406
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476559
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762477
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.07694
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432191
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814975
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253212
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729906
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.274109
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.865887
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55124
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34125
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24261
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25693
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46157
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88993
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68657
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04651
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85845
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 21.20687
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 21.21062
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 21.25171
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.87728
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.86807
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.86294
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.86187
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.86487
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.87195
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.88309
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473569
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759234
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072738
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427749
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.810044
¢(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.246886
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.722936
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265954
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.856631
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53971
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32723
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22524
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23652
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33519
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86824
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65996
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98075
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78728
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 21.33203
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 21.21238
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 21.25349
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.88038
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.87117
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.86604
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.86497
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.86798
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.87505
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.8862
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47043
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755874
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068859
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423169
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.804959
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239944
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715781
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.257648
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.847198
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52798
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31301
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20774
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21594
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30041
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8365
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63317
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91479
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7162
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 21.48531
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 21.21821
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 21.43766
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.88756
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.87835
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.87321
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.87215
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.87515
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.88223
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.89339
æ(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467142
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752398
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065034
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418449
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799719
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.232764
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708442
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.249188
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.837593
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51603
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29858
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19009
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19522
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2655
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79413
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60625
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84867
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64525
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.89881
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.88959
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.88446
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.8834
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.88641
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.89349
(428.42, 15.09, 247.02) (447.90, 8.78, 279.50) (4.36, 3.01, 8.49) Truck 20.90466
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463705
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748807
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061085
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413594
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794329
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.225346
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.700922
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240576
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827819
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50388
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28396
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17233
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00532
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23045
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74672
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57913
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78246
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52688
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460122
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745102
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057009
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408606
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.788791
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.217694
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693222
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.231438
Û(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.817879
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49152
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26915
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15444
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9898
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20443
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69024
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55188
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74655
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20494
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456392
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741282
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052809
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403481
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.783103
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209814
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.685344
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220863
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.807775
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47896
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25371
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91187
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97419
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18597
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63389
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49177
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71224
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89261
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45252
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737352
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048487
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398227
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777274
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.201708
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.677295
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.21003
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797511
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46621
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23734
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89487
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9585
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16737
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57767
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41096
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58276
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7005
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448503
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733311
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044043
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392843
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771297
ï(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.193374
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.669072
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.198945
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.78709
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45327
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95604
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87771
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94273
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14873
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53749
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33034
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10868
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17335
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444345
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72916
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039479
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386757
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76518
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.185445
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.660681
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.188704
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.776514
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44014
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94115
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86038
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92575
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12995
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52101
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24984
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39431
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67343
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80398
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440047
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724902
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034796
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380409
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758923
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.178463
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.652124
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179036
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.765787
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42682
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92605
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84283
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89554
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11108
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50455
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16951
(428.42, 15.09, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84839
