¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.06423
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69158
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99966
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1137
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9045
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31879
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.23479
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.418897
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617562
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.833858
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.066561
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319882
Â(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050096
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.099848
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.073545
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.048804
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.025599
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.00391
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.98371
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.96498
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.947702
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.931857
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.91743
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88807
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25598
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86996
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12304
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32695
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56359
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87264
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19682
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82654
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23355
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67366
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.236075
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.420281
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.619056
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.835894
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068773
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322292
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052918
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.128591
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.09758
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.06821
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.04045
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.014269
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.989639
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.966534
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.944932
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.92481
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.906146
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89067
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99277
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1903
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45198
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75364
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06996
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7565
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16074
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59609
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0876
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.237466
º(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.421779
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.620674
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.838066
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071129
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324862
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602072
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.356946
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.324737
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.294224
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.265374
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.238158
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.212545
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.18851
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.166027
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.145073
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.125626
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.491988
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2648
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06633
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34767
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64239
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95126
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27527
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09833
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52695
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97926
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86982
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.238962
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.42339
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622625
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.840373
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073637
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327593
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605058
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909383
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.568466
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.536713
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.506682
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.478342
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.451662
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.426613
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.403172
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.381312
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.361012
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.505007
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27039
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25035
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53843
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84031
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15678
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04347
«(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46587
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91138
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72053
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52401
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.240564
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.425116
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625921
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.842818
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076293
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330488
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608223
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912859
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746699
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.797468
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.766151
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.736585
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.708742
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.682589
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.658103
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.635254
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.614024
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.594385
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27681
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4415
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73671
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04609
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5513
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41248
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85173
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58181
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28719
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14262
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.242272
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.426955
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.629315
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845397
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079093
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333541
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611563
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916529
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25247
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 8.078566
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 8.045842
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 8.014941
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.985823
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.958463
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.932832
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.908902
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.886649
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.866051
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28398
ƒ(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64014
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9428
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2601
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13904
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79983
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45285
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08232
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68386
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89064
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.244085
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.428909
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632569
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848114
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082045
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.336756
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615081
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920393
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.256733
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.629002
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596095
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091455
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649405
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28244
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00665
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 8.204577
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 8.181199
(435.29, 14.07, 300.81) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 8.15954
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29199
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84658
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15709
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20418
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75541
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33292
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88939
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43534
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12271
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56768
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.246004
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.430974
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.635202
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850965
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085142
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340133
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618775
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92445
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261209
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.633968
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602035
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098091
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656872
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29097
ñ(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01645
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85444
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81883
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92374
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30078
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88568
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67246
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4258
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20593
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70774
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23941
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86851
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5843
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.248027
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.433564
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637959
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853951
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088385
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343668
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622644
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9287
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.265901
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.639167
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.05452
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105034
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664742
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2999
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02669
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86637
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82595
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93213
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3104
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8985
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8839
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65601
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5367
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05552
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62837
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32392
(435.29, 14.07, 300.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49833
