¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.672096
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255535
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637964
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025593
…(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451599
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2853
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59802
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93097
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28603
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68376
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83093
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97505
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11134
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25309
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40066
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55416
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71394
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88026
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05345
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17732
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29046
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40828
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53093
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214234
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487199
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78671
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105502
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453046
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83793
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241561
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646196
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034619
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461474
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26778
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57947
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91123
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2651
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61092
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73375
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86229
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99601
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13512
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27988
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43048
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58723
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75043
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9203
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06568
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17704
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29297
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41368
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219884
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493404
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793528
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111188
†(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459306
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837872
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227701
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654781
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044022
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471816
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25151
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56224
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89297
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24203
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53774
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63713
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75366
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88493
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02153
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16363
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31145
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46533
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62548
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79219
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95843
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06811
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18226
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30115
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225408
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499497
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800185
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116782
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465529
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825443
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214551
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663726
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053811
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4826
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23658
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54638
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87618
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16078
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45568
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5657
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66786
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77801
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91215
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05174
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19693
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34803
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50533
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66903
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83949
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9635
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07604
…(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19313
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230901
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505482
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80551
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122325
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462195
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813038
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204734
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672983
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063949
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493791
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22285
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53191
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8069
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08219
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37303
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49725
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59817
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70324
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81258
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.944
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08673
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23518
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38974
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55061
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71809
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86318
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97405
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08951
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236262
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511375
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810484
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127808
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451015
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800744
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194787
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682596
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074521
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505409
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21048
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4771
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73456
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00621
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29321
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43176
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53148
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63529
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74336
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85583
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98072
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12669
€(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2786
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43672
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60135
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76693
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87629
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99013
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241532
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517125
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815418
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122492
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439897
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788528
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184653
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687544
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085443
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749081
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16904
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41033
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66461
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93281
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2161
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36906
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4677
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57035
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6772
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7884
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90412
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0245
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17175
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32727
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48918
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65774
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78255
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89491
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2467
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522803
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820274
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112405
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428915
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776422
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174378
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675916
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096798
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4419
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10745
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34583
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59699
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86193
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14165
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3092
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40675
…(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50829
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61403
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.724
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83851
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95761
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08149
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22208
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3814
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54723
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69276
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80365
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251783
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528358
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813951
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102437
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417953
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764381
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163901
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664103
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108512
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67232
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04823
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28352
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53172
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79346
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06975
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25203
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34856
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44908
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55372
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66258
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77587
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89375
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0164
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14396
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27783
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4411
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60677
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71631
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256767
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533829
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804878
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092532
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407129
(335.09, 7.17, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752461
