¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(385.72, 14.47, 306.17) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 9.520725
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70713
(388.12, 14.55, 306.65) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 14.26847
(388.12, 14.55, 306.65) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 14.48232
(388.12, 14.55, 306.65) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 14.70559
(388.12, 14.55, 306.65) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 14.93881
(388.12, 14.55, 306.65) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 15.18256
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 22.41801
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 22.39725
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 22.38089
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 22.64768
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 23.30322
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 24.29892
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 24.29625
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804892
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091858
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405571
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749917
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129512
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549917
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018084
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 9.044879
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 9.06678
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8305
Ÿ (388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64084
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58488
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69844
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02033
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68736
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21891
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83388
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 22.97788
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 22.61902
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 22.93123
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 22.91467
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 23.16191
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 23.15861
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 23.19977
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803457
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090262
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403824
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747974
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127365
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547572
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.831829
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.850321
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.870621
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.892753
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.916737
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.942599
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.970369
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9839
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 16.14425
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18733
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01587
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 23.89657
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 22.43903
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 23.49599
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 23.47922
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 23.73275
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 23.72726
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 23.77075
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801901
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088572
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401991
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745957
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125112
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545109
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.64838
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.665445
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.684272
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.704881
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.727295
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.751534
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.777624
š (388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94724
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 15.94593
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 15.91556
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 15.88839
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 15.88103
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 22.26619
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 24.30964
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 24.39864
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 24.38622
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 24.37856
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 24.38207
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800326
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086842
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400096
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7439
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122814
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.45981
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.473853
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.489598
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.507065
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.526269
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.547229
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.569969
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.692991
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91036
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 15.98833
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 16.03259
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 16.08025
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 16.13135
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 22.22517
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 24.96784
(388.12, 14.55, 306.65) (426.17, 13.76, 302.31) (8.74, 12.57, 18.47) Truck 24.95522
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798684
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08505
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398121
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741717
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120438
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.294789
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.307653
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.322185
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.338392
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.356297
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.375915
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.397266
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62979
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87326
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 16.24367
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 16.28991
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 16.3396
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 16.3928
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796965
é(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083174
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39608
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739465
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117954
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.200052
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.170579
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.16266
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.177706
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.194407
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.212781
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.232846
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60868
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83603
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 16.51041
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 16.55873
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 16.61059
(388.12, 14.55, 306.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 16.66604
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795193
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081274
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393951
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737133
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115381
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.277819
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.24809
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.220172
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.194035
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.16965
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.146996
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.126045
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5873
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79856
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78337
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00698
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03003
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793371
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079258
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391778
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73474
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112728
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.358711
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.328718
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.300551
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.274181
(388.12, 14.55, 306.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.249583
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58901
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49118
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56428
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76093
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75479
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.17746
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.14548
Æ(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.11695
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791487
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077201
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389511
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732276
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110012
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528268
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993921
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515281
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10291
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77838
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58043
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47632
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5375
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72316
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72716
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.07218
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.10033
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.13192
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789557
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07509
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387225
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7297
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107156
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525151
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990415
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511343
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09844
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77074
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57162
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46137
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51067
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68787
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59237
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.17952
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.20823
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.2404
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787566
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072907
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384815
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727078
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104272
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521946
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986808
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507302
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09388
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76289
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56251
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44629
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48382
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65604
Ä(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4488
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.2915
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.32079
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.35357
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.38987
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785491
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070649
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382383
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724379
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101291
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518605
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983127
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503173
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0892
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75481
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55315
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43111
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45692
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.598
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30598
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.40824
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.43815
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.47157
(388.12, 14.55, 306.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 17.50854
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783374
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068361
(388.12, 14.55, 306.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379844
