¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(418.20, 13.41, 327.22) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 6.953854
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.291032
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.400668
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.619171
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24941
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70713
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15563
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0221
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3378
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.32617
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3189
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31598
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31742
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.32878
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.33893
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.35345
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.800157
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.844229
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.890104
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.937863
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.987597
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.051522
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.147384
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.24874
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.356044
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.587024
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01466
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45796
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88037
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.656
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9776
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.17634
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.16889
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.16576
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.16696
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.17802
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.18786
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.20205
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.22059
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.762187
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.805187
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.84994
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.896527
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.945034
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.01446
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.108405
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.207692
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.325556
ñ(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.55543
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9179
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25104
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67568
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30904
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22493
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.03271
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.02508
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.02176
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.02273
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.0335
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.04307
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.05694
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.07514
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.725417
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.76739
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.811072
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.856538
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.903873
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.978446
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.070549
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.167848
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.297641
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.524378
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82399
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15152
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50023
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97988
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82279
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.8951
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.88732
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.8838
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.88456
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.89506
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90435
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.91794
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.08153
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.689807
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.730798
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.773453
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.817847
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.864061
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.943451
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.033781
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.129168
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.270186
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.493861
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73282
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05497
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39781
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82077
ğ(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46796
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43665
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.75541
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.75173
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.75228
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.76252
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.77156
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.78486
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.80243
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.655318
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.695368
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.737041
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.78041
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.825553
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.909446
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.998069
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.091618
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.243189
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.463875
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64434
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96132
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29851
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69427
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27623
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99627
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.62924
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.62538
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.62574
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.63573
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.64453
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.65757
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.67484
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.621912
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.661061
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.701794
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.744182
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.793881
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.8764
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.96338
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.055161
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.216645
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.43441
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55844
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87047
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20222
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57122
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17313
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76696
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.50862
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.50461
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.5048
ñ(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.51455
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.52312
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.5359
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.589556
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.627841
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.667674
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.709122
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.76324
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.844288
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.929687
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.019767
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.190544
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.40546
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49065
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7823
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10884
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45651
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07293
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65735
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29937
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.38415
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.38416
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.38834
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.39669
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.558213
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.59567
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.634641
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.67519
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.733452
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.813081
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.896957
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.985401
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.164885
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.589197
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43108
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69682
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01832
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36049
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94847
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55084
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18243
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.27415
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.274
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.278
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.37258
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.527853
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.564517
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.602662
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.64235
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.704493
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.782755
ç(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.865165
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.952035
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.13966
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13153
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37352
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62859
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93055
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26745
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82334
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44739
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06898
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.16934
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.16904
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.17287
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.498446
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.53435
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.571702
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.610564
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.676342
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.753286
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.834285
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.927715
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.114865
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07846
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31795
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57034
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84549
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1773
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70168
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34694
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95883
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02219
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.06915
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.07282
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.469961
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.505136
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.54173
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.579801
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.648976
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.724652
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.80429
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.905582
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.090495
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02723
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26431
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51414
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77762
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08998
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58343
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22431
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85197
ò(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87363
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.97423
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.97775
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.442373
(418.46, 13.49, 326.81) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.476849
