¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î (415.85, 12.92, 329.65) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.941947
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.980325
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.038209
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.098424
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.210539
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.335749
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.298839
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.520854
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.491
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75805
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6389
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73635
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69151
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.70402
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.894733
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.884713
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.875871
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.868838
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.888389
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.909225
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.93137
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.974777
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.032533
¢ (415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.092616
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.199935
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.324682
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.613162
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.491312
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43247
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69725
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18787
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33022
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.97852
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.92656
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.87855
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.83446
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.79422
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.7578
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.72517
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.69629
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.67113
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.64967
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.894946
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.884926
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.876084
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.868411
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.886482
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.907297
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.929421
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.97014
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.027789
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.087761
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.190175
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.314497
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.586639
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.462941
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37662
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63922
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91452
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83949
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.28944
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.24034
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.19504
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.1535
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.11567
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.08151
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.051
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.02409
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.00077
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.98102
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.896222
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.886204
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.877364
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.869693
¡ (415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.88555
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.906355
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.928468
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.96641
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.023973
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.083856
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.181254
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.305186
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.560762
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.435719
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25688
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56727
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85698
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37853
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.65201
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.60549
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.56263
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.52339
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.48772
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.4556
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.42698
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.40184
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.38017
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.36192
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.898561
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.888546
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.879711
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.872045
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.885593
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.906398
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.928512
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.963585
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.021083
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.080899
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.173165
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.296747
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.535524
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.409635
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0995
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40263
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72202
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07063
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.06075
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.01657
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.97592
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.93876
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.90504
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.87475
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.8707
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.90016
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.93303
› (415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.96935
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.901966
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.891958
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.883128
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.875468
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.886609
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.907426
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.92955
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.961663
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.019118
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.078887
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.165906
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.289173
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.51092
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.384673
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94752
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24378
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55577
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08592
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.87911
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.93937
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.95247
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.96889
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.98866
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.0118
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.03833
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.06827
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.10166
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.13853
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.90644
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.896439
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.887617
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.879966
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.888599
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.909439
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.931587
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.960643
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.018074
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.07782
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.15947
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.282457
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.486941
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.360819
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80081
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09048
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5479
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10324
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.98215
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.04296
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.05633
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.07305
¡ (415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.09314
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.11661
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.1435
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.17383
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.20762
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.24492
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.912339
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.901994
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.893183
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.885542
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.891566
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.912439
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.934621
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.960525
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.017953
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.077695
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.153853
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.276598
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.463579
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.338062
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65914
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05129
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56585
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12261
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.08975
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.15116
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.16481
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.18184
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.20226
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.22609
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.25336
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.28408
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.3183
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.35604
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.92201
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.90863
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.899829
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.892203
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.895512
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.916429
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.938656
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.962219
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.018753
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.078514
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.149054
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.27159
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.44083
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.316386
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.786317
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06974
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58573
¬ (415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14405
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.20206
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.26408
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.27804
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.29539
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.31616
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.34037
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.36803
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.39918
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.43384
(415.97, 12.88, 329.60) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.47206
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.932912
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.91635
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.907565
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.899952
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.900439
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.921412
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.943696
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.967318
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.020475
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.080276
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.145068
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.267432
(415.97, 12.88, 329.60) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.418683
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.295784
(415.97, 12.88, 329.60) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.676484
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08997
(415.97, 12.88, 329.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60751
