¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.826612
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849626
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074966
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319647
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586222
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877605
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193329
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533642
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.609666
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.582163
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.556324
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.532124
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.509536
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.488542
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.469115
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.451239
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.434892
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.420062
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.406731
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.394887
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.384519
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.375616
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.368168
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.362168
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.357613
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.354496
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.352814
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.352566
(333.01, 7.41, 370.53) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 7.306738
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.837066
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061374
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304874
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570065
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859971
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174852
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513281
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.593402
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.565958
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.540176
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.516031
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.493495
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.472547
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.453164
Í(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.435328
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.419019
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.404222
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.390922
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.379106
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.368761
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.359878
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.352449
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.346464
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.341921
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.338813
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.337136
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.336891
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.291162
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824617
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047879
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290187
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554063
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842462
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156585
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493198
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.578684
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.551296
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.525566
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.50147
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.478978
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.458073
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.438731
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.420929
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.404655
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.389889
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.353361
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.341607
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.331317
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.322481
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.31509
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.309139
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.327721
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.324622
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.32295
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.322707
(333.01, 7.41, 370.53) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 7.277068
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.813055
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034467
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275625
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538212
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825088
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1385
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473288
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.5655
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.538161
Ö(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.512478
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.488423
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.465974
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.445107
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.425799
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.39771
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.381488
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.366769
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.35354
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.341787
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.331499
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.322664
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.315276
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.296448
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.315001
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.311907
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.310241
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.309999
(333.01, 7.41, 370.53) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 7.264442
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803335
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021195
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261214
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522467
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807877
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12063
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453628
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.553835
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.526539
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.500897
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.476882
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.45447
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.433635
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.414359
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.386315
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.370118
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.355423
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.342216
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.330483
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.320212
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.311393
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.304018
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.285219
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.303745
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.300658
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.298996
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.298757
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.278726
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793652
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008973
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246891
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506856
×(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790789
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102106
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43418
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.543677
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.516419
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.490814
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.466833
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.44445
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.423646
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.404397
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.376391
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.360219
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.345546
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.332357
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.32064
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.310385
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.301578
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.294214
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.275444
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.293945
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.290863
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.289204
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.288966
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.29015
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.784097
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998616
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232697
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491392
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773896
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083488
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414929
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.535017
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.507792
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.482216
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.458264
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.435909
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.41513
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.395904
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.367931
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.351779
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.337122
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.323951
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.312249
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.302006
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.293211
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.285856
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.279933
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.285589
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.282512
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.280857
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.280621
Ñ(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.281804
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774619
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988415
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219876
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476061
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757104
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065084
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395924
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.527847
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.500648
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.475098
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.451169
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.428837
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.408078
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.388871
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.360927
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.34479
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.33015
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.316991
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.305301
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.282216
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.273445
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.266111
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.260206
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.278671
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.275598
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.273944
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.273709
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.274892
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765257
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978306
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208938
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460865
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740486
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046877
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377151
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.522157
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.494981
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.469452
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.445541
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.423226
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.402483
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.383292
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.365632
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.349486
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.334836
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.32167
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.309974
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.299736
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.290945
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.283594
É(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.277674
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.273182
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.270112
(333.01, 7.41, 370.53) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.26846
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.268227
