¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(335.60, 7.49, 351.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08859
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132398
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469369
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841388
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254093
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714422
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231064
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811698
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45566
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19109
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00989
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96072
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05163
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26376
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53653
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21204
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6277
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04521
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.33091
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.30797
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.00066
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.45708
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.64033
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.57093
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.18761
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.09942
©(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.1062
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823355
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129724
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466434
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838127
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250462
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710352
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226477
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802507
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44517
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18038
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00203
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95156
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0558
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25696
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48244
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07987
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21872
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.48896
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.45983
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.47712
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.56955
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.58865
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.57519
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.74467
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.67461
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.60902
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.06169
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.21206
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820769
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12689
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463298
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834675
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246595
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706052
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221636
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793098
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43448
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16808
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99391
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94207
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05595
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23022
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45116
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92513
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03567
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.57107
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.47241
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.50405
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.44839
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.84967
¤(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.42658
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.52314
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.518
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.51666
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.31631
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.32317
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818045
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123895
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460024
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831013
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242556
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70152
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216537
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783505
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42352
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1555
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98557
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93231
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04443
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20388
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42038
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77442
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86545
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40942
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.57138
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.3395
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.32034
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.30479
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.50144
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.62977
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.62461
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.62326
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.77859
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.78559
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815201
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120777
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45657
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827199
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238319
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696776
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210531
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773705
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41237
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14266
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97697
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92229
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03258
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17791
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39002
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62759
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69978
¥(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92156
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.68627
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.44673
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.42456
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.40893
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.57974
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.74145
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.73626
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.73491
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812218
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117495
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452974
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822986
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233163
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69045
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201647
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763671
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40091
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12952
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96099
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90257
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00807
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15235
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36012
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60033
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6749
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01365
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.80659
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.56411
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.53361
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.51788
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.37312
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.34548
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806126
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110455
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444802
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813727
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222845
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67894
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190498
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753439
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38928
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11614
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94045
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87866
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97975
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12719
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33073
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55125
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65163
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 19.41164
ê(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.93248
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.68693
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.64761
(335.80, 7.48, 350.43) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 18.63179
(335.80, 7.48, 350.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799079
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.607614
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.507978
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.481022
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.456754
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.433749
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.412011
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.391494
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.372156
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.354021
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.337049
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.32119
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.306504
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.292905
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.280391
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.268986
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.258658
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.249385
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.24117
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.23399
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.227912
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.242251
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.314386
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.492003
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.416732
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.382987
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.358371
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.335008
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.312883
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.291981
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.272254
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.253699
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.236289
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.220015
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.204852
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.190784
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.177809
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.165891
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.155033
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.145213
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.136446
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.128704
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.121979
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.116518
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.124267
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.15419
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.218808
ç(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.396827
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.345741
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.317769
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.293562
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.2706
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.248862
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.228306
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.208929
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.190701
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.173604
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.15762
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.142747
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.128943
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.116209
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.104536
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.093915
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.084319
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.07574
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.06818
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.061639
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.056448
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.062577
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.085722
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.130951
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.216689
(335.80, 7.48, 350.43) (334.11, 1.49, 330.89) (0.81, 2.16, 0.81) Human 5.348042
