¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(349.88, 8.84, 313.91) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.42597
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2892
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73068
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21397
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7453
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29749
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84698
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46505
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1294
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7503
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43616
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19326
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99104
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86736
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98789
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44063
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496057
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709767
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982924
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309594
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639968
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999517
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39222
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822723
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27449
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71459
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19642
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72594
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27422
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82747
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44358
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10289
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72137
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4118
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16519
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96012
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8153
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91972
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3034
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456966
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669858
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973931
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298909
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628332
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986849
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378339
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807505
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25724
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69838
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17952
„(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70737
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25206
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80914
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42338
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07804
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6955
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38936
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13934
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93163
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76613
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85374
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16979
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418683
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661656
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965068
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288428
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616973
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97447
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364809
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792638
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23969
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67924
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16047
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6895
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23524
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79191
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40442
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05486
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67676
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36884
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11563
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89395
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71985
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7904
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05016
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38116
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653583
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956264
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278185
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605858
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962356
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351562
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778107
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22274
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66072
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14018
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66722
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2157
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77586
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38675
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03326
†(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65982
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3502
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09408
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85445
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67633
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73012
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96334
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367058
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645584
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947581
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268166
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594973
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950495
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338618
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763894
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20636
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64288
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12066
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6457
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19188
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75007
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36456
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01751
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64454
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33339
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07469
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81749
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63567
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67217
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87924
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359729
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637672
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938989
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258343
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584332
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938889
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325922
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750005
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19063
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62567
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1018
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62498
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16909
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72508
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33707
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99381
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62389
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3165
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04346
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78304
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59775
é(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61643
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.29473
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352512
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629819
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93051
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248772
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573918
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92761
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313581
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736442
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17544
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60914
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08371
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60509
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14736
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70128
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31085
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97147
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59948
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2897
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01925
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75388
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56268
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.31786
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.06246
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345379
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6221
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922141
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239448
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563789
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916545
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301527
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723202
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1609
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59326
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0663
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58595
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12668
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67865
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28995
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95074
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57678
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26478
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6277
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25429
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11873
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.30207
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.9853
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338325
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614459
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913827
…(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230307
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55391
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905774
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289765
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710336
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14688
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57798
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04961
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23499
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70641
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21177
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.789
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.444
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10011
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77122
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50259
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23987
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09874
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26397
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.91087
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331349
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606924
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658476
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.922112
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.206217
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.513203
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845869
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.222905
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.632648
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08255
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57862
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06368
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59709
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18324
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7737
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42706
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08592
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75562
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49154
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22773
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0811
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22782
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.83914
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007916
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24528
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500802
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78464
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098578
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.440619
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81462
(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.212062
