¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(399.02, 12.63, 328.90) (365.88, 3.76, 320.48) (0.81, 2.16, 0.81) Human 18.29752
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20072
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85845
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57905
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.3718
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24917
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2243
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89851
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15162
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87212
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29128
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95751
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68784
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.493
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38395
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.37452
Ç(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07529
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34286
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93929
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38281
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0577
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79906
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61615
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.52088
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.52815
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25486
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53733
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01251
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47532
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16004
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91236
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74207
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66121
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.68493
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43715
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73517
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09022
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57021
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26498
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02813
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87008
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.80353
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84398
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61512
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93638
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17176
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66719
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37135
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14528
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99975
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94778
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00534
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7903
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13899
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578214
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76519
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4789
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26385
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.13108
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.09397
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.1669
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96804
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525508
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86421
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58765
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38385
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26406
Ì(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24184
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.32783
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14839
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473211
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96424
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69764
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50523
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39869
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.38738
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.49097
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33138
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421271
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.06534
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8088
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62801
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53216
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53477
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.65635
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51698
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369691
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16745
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.92114
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75116
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66586
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.68404
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.81244
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318534
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686629
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03466
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87291
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.80116
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.83096
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.96989
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267776
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630365
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14644
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99599
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.93801
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97288
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12927
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217402
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574579
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25881
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12038
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.06849
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.11641
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.29314
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16744
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519319
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37226
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24447
ä(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.1983
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.26801
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.45586
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117929
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464571
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48679
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.36234
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33494
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.41652
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.62052
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068807
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410319
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788079
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.48589
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.47494
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.56445
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.78714
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020175
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356616
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728498
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61277
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.60879
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.71397
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.95569
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971919
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303418
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669548
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.73999
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.74359
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.86506
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12619
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924158
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250724
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611195
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.86203
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87968
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.01774
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.29864
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905971
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198588
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553466
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946838
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.01706
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17199
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.50811
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894228
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171444
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496418
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883376
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15569
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.3278
•(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.73132
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882569
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158731
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45947
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820753
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.29559
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.50901
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.95775
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870917
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146051
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44565
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773062
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.43671
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.70968
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.32884
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859312
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133418
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4319
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757966
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115645
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.89176
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.83079
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847719
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120824
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418163
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742959
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099162
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.07574
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.2761
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664776
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936664
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233103
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5576
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914163
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307766
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497716
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533901
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572101
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612321
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654603
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699017
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750777
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809204
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870191
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933761
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000027
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069047
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140942
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215772
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293694
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374804
¹(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459175
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546968
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63829
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733283
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832153
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934924
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673006
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945618
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242891
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568337
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935431
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341745
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571853
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618293
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666941
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717836
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771085
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826702
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884736
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945354
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008524
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074414
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143081
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214582
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289009
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366488
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447174
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531102
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61844
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709317
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803849
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902172
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00444
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10877
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690873
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972498
(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280312
