¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê (417.51, 13.47, 326.68) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.440402
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687393
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151839
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67078
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23716
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71889
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25151
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84259
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4317
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05653
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75033
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88385
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909088
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28919
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709418
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176432
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69836
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25858
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74241
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2765
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86889
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46949
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09836
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79688
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53335
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926939
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308871
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731242
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200766
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725686
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28021
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76625
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30284
º(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90421
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50807
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14105
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83859
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19428
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944567
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328345
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752878
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22488
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752743
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30205
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79032
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32949
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94926
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54735
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18459
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85555
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07051
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96201
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347618
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774247
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248759
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779547
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32418
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81466
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3564
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99466
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58741
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22894
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87348
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19154
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979249
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366643
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795391
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272357
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806054
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34648
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83924
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38614
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04043
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62824
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27014
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89228
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31574
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996291
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385489
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816292
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295714
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832276
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36901
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86409
·(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42725
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08215
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6698
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28808
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91198
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44313
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013086
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404077
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836958
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318786
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858196
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39178
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88917
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46861
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12051
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71209
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30687
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93265
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86796
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029702
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422413
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857345
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341551
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883831
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41476
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91452
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51029
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15956
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75519
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3265
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95424
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046087
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440509
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877457
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364051
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909099
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43797
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95009
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55224
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19929
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77392
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.347
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97675
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062218
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4584
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897303
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386235
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934046
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46141
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98792
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59449
º(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23972
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79341
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36833
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60247
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078126
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475973
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916862
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408085
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958646
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48503
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02594
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63699
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28082
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81366
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3905
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72434
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093768
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493296
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936142
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429635
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982911
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51222
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06422
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67977
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30601
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83475
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4229
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84374
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109194
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510345
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955089
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450865
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00679
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54681
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10266
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72106
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34298
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88361
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47651
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96057
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124331
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527125
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973775
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471725
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0303
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57974
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13676
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75807
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38865
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93355
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53131
³(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05168
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139209
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543576
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992074
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493519
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05816
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60961
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16995
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79523
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4353
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98454
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68261
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07316
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15383
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559968
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013033
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51866
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08654
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63958
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20332
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84415
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48287
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03661
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94916
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93232
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168142
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57987
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0352
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543493
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1145
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66966
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23678
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89665
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53144
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08976
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77469
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75946
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182198
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599444
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057029
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567945
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14211
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69984
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27041
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94927
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.581
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16087
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72959
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57886
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19598
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618739
º(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078507
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592104
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16934
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73012
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30412
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00208
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63155
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40274
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68252
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39096
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212873
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637733
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09971
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615802
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19615
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76046
