¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873703
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77096
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68344
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98849
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567866
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914862
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83406
İ(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13404
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81789
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66601
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59318
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57334
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72641
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.94007
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34258
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78238
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69019
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98157
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188179
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877605
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85174
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4473
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84139
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6942
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62195
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60595
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.73272
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95966
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34996
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78205
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68358
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97359
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168836
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838226
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86775
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74753
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86388
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72144
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63989
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63777
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.73834
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96579
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.35662
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77582
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67618
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96453
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148621
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796601
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85678
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77446
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04203
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74119
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64583
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66868
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74481
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.97062
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3589
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76885
ë(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66785
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95443
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12743
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752977
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80299
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79204
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23934
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7605
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66218
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69865
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75929
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.97473
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.35264
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76118
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65867
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94331
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105455
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709739
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7468
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80872
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49256
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.782
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68717
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70328
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77299
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.97811
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3457
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.9177
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64869
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93112
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080923
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683632
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68819
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82451
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62877
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80261
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71131
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70579
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78591
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9819
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33807
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.90702
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63778
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9179
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050357
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656548
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62745
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83491
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63026
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96858
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7346
ğ(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71377
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78838
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98528
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32976
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.89561
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62603
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90367
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018914
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628466
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56462
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86053
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63072
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15851
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75703
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72358
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78941
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98283
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33102
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.88349
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61345
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88841
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98665
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596562
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53665
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88911
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6302
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40255
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77857
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73269
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79023
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.97454
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32837
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87203
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60008
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87207
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953621
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558754
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54634
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91723
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62857
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54109
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79514
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74111
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79121
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96568
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31687
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.86743
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58583
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85481
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919882
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520057
 (379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55257
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94497
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65201
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5381
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91034
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74883
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79154
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96077
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.30478
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.85531
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57075
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82801
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885377
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480595
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5554
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97226
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68274
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53388
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10144
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75268
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79122
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96168
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.2921
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84252
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55486
(379.47, 15.22, 273.18) (384.37, 8.60, 309.15) (0.81, 2.16, 0.81) Human 20.2119
(379.47, 15.22, 273.18) (384.37, 8.60, 309.15) (0.81, 2.16, 0.81) Human 20.17197
(379.47, 15.22, 273.18) (384.37, 8.60, 309.15) (0.81, 2.16, 0.81) Human 20.13614
(379.47, 15.22, 273.18) (384.37, 8.60, 309.15) (0.81, 2.16, 0.81) Human 20.10437
(379.47, 15.22, 273.18) (384.37, 8.60, 309.15) (0.81, 2.16, 0.81) Human 20.07664
(379.47, 15.22, 273.18) (384.37, 8.60, 309.15) (0.81, 2.16, 0.81) Human 20.06606
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850188
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440391
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50824
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99374
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71304
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52851
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35623
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7516
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78903
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9619
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29192
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.81459
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.5943
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.5549
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.51958
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.48807
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.46026
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.43616
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.46859
(379.47, 15.22, 273.18) (384.37, 8.60, 309.15) (0.81, 2.16, 0.81) Human 20.11901
¦(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81434
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39938
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27199
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98853
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74271
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55381
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46699
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75021
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77939
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95687
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29364
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.73665
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.55886
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.52122
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.48754
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.45758
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.43131
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.40877
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.43856
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777836
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357695
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03841
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97867
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77195
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58701
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46629
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85352
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77753
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.94448
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28272
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7987
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.73686
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.6982
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.66751
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.64067
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.61764
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.5984
(379.47, 15.22, 273.18) (384.08, 8.60, 307.64) (0.81, 2.16, 0.81) Human 18.6802
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740696
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315277
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972822
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9646
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80058
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61157
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46484
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05252
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77592
