¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
— (403.71, 13.94, 248.46) (382.17, 8.01, 253.39) (0.81, 2.16, 0.81) Human 5.319571
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.45034
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164255
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402866
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662029
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944455
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25338
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574005
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86265
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175786
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521053
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997824
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611298
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48842
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89206
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34162
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92624
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31498
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48057
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44924
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90531
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.44298
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160641
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398945
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657765
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939816
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248271
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569345
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857616
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170318
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543664
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023111
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654302
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41798
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81594
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24776
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81677
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37787
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42611
¿(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43583
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88776
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.43999
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157061
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395045
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653545
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935217
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243235
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565049
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852918
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165245
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566527
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048685
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697003
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34945
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74188
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1675
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71026
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43841
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37225
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42241
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87035
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.44138
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153511
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391222
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649367
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930658
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238268
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561054
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848637
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160566
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589652
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07459
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739485
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28269
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66982
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08943
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60661
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49659
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31902
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40911
(401.01, 14.02, 248.17) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 19.46218
(401.01, 14.02, 248.17) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 19.43593
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150048
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387418
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645229
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926135
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233342
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557447
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844686
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176371
Ñ(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612994
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100719
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781586
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21774
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59967
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01355
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50574
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55224
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26634
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3958
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.75614
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.76029
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.60452
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146554
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383687
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641185
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921704
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228449
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55414
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841122
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197574
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636597
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127207
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805454
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15453
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53149
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93974
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40757
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51891
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21433
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38258
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.57517
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.54679
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.5341
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.6289
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.58506
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.58473
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.58657
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.5924
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.60904
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.62675
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14317
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379999
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637146
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917332
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223647
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551185
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837937
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218986
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660438
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153921
Ş(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74823
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09298
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46516
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86804
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31203
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46562
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06688
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36945
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.5204
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.73707
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.49032
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.81945
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.5488
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.5493
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.55205
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.55705
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.5643
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.57605
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139779
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37632
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633169
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912957
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218871
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548585
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841293
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240592
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684534
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180927
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692578
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0332
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40071
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79831
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22986
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27407
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.49348
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35638
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.47531
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.69382
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.45656
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.96885
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.51554
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.51602
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.51874
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.5237
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.53142
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.5442
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136437
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372706
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629246
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908696
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214207
ä(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546303
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860965
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262398
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708866
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208219
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638384
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982081
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36223
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77468
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24852
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1691
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.46954
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.51838
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.43319
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.65173
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.42101
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.94025
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.4847
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.48516
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.48784
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.49274
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.50204
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.51476
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133168
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369126
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625351
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904424
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209568
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544404
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880823
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284446
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73048
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215246
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631254
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982769
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36296
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77548
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30068
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08447
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3189
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26865
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.39896
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.61172
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.38627
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.91528
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.45625
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.45666
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.4593
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.46463
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.47504
(401.01, 14.02, 248.17) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.48771
ß(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129912
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365603
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621531
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900259
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204974
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539393
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895204
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286366
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720095
(401.01, 14.02, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20365
