¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122957
(429.48, 14.84, 251.42) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.79943
(429.48, 14.84, 251.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 21.06642
(429.48, 14.84, 251.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 21.03105
(429.48, 14.84, 251.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 20.99989
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31696
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567602
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840403
‚ (429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141875
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482499
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848951
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237408
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668028
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.135094
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.102448
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.071794
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.043104
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.016348
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.991496
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.968526
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.947412
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.928133
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.91067
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.895008
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.881128
(429.48, 14.84, 251.42) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.56858
(429.48, 14.84, 251.42) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.72112
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.55554
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.45998
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.45822
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.46044
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30395
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553487
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824992
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1266
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465609
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833204
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219967
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648667
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.089035
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.056566
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.026083
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.99755
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.970942
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.946229
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.923388
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.902393
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.883225
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.865863
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.850292
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.836494
(429.48, 14.84, 251.42) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.61782
(429.48, 14.84, 251.42) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.64477
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.61767
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.58224
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.2712
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.2537
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.25192
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.25409
ú(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539442
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809687
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11129
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44879
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817575
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202684
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629481
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.045201
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.012903
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.982578
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.954197
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.92773
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.903149
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.88043
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.859549
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.840485
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.823219
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.807735
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.794016
(429.48, 14.84, 251.42) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.66978
(429.48, 14.84, 251.42) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.65531
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.21413
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.67282
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.92584
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.86901
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.42261
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.42473
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278143
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525474
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794482
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096033
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43196
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802056
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185512
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610408
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.003544
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.971407
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.941236
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.912997
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.886663
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.862207
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.839604
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.818831
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.799867
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.782693
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.76729
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.753647
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.93258
(429.48, 14.84, 251.42) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.70994
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.36798
ú(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.90294
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.10456
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.02892
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.95773
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.60231
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265326
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511588
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779325
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080822
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4152
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784313
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168491
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591528
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.964018
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.932033
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.902004
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.873902
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.847696
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.823359
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.800865
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.780194
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.761324
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.744237
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.728914
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.71534
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.8536
(429.48, 14.84, 251.42) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 13.3958
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.57585
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.94406
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.7596
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.2135
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.14098
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.78709
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25261
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497752
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764282
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065652
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398462
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765823
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151593
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57275
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.926579
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.894737
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.873429
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.858404
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.845155
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.833666
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.823923
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.815918
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.809645
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.805096
õ(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.802265
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.801152
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.77784
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 11.3581
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.69846
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.6818
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.96439
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.9589
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.95711
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239945
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484006
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74933
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050478
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3818
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747363
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134852
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554154
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020883
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.330332
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.313233
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.298008
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.284639
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.273111
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.26342
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.255548
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.249495
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.245245
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.242807
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.242167
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.70522
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 11.29093
(429.48, 14.84, 251.42) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 13.67915
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.53874
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.14529
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.13971
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.13787
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.62013
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227346
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47036
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735112
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035389
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365164
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728995
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118237
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535721
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994615
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486326
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.800899
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.785504
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.772061
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.760559
ğ(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.750974
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.743315
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.737558
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.733709
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.731758
(429.48, 14.84, 251.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.731701
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.63564
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 11.22549
(429.48, 14.84, 251.42) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 13.5868
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.7847
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.33349
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.32782
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.32592
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.32779
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214853
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456773
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721383
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020334
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348608
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710656
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101787
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517448
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958813
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446392
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05746
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70664
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.79476
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.75862
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.72482
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.6933
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.66404
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.63701
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.61217
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.58952
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.56901
(429.48, 14.84, 251.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 11.16175
(429.48, 14.84, 251.42) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 13.49701
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.45215
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.00195
(429.48, 14.84, 251.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.97398
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202404
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443321
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70769
(429.48, 14.84, 251.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005316
