¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11297
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.847
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84711
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84933
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553867
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825261
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112706
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425582
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768795
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143134
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532538
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995711
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518833
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10356
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52927
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8638
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.07176
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.04328
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.0171
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.99317
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.97148
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95201
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.93473
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.91964
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.90671
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.89593
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.88729
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.88079
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.87641
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.87416
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.87403
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.87601
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549853
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819912
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105582
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417763
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760228
ö(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134899
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526368
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993121
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515956
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10095
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46807
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79849
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.11895
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.09035
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.06404
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.04001
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.01822
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.99866
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.98131
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.96614
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95315
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.94232
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.93365
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.92711
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.92271
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.92044
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.9203
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.92229
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545855
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81335
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098466
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409953
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75165
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126793
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524024
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990534
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513036
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09839
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40865
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73505
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09181
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.19618
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.16929
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.14469
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.12236
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.10229
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.08444
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.0688
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.05536
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.04411
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.03502
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.0281
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.02334
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.02072
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.02026
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.02195
ç(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541758
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806849
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091376
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402203
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74311
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118583
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521674
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987918
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510122
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05755
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37094
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70664
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06706
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.35327
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.32541
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.29989
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.27667
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.25573
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.23707
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.22064
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.20645
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.19447
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.1847
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.17712
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.17172
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.16851
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.16748
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.16862
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537671
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80035
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08429
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394421
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734563
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109165
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519349
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984625
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.500254
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03494
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35039
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68471
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04354
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42961
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.65826
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.6302
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.60454
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.58124
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.56028
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.54165
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.52531
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.51127
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.4995
Ã(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.48999
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.48273
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.47772
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.47495
(428.23, 15.05, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.47442
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533557
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793873
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077188
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386717
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726079
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099778
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513258
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973005
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487268
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998573
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33096
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66391
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02127
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40573
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4074
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24405
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6722
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37977
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26292
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75872
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1674
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60004
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527632
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787388
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070161
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378965
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717576
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090425
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502863
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961456
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474266
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962955
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3126
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64432
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00027
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43064
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30626
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25256
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71169
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49969
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33066
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71519
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12168
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55192
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521675
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780971
ç(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063109
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371306
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709143
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081109
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492523
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949903
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461349
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928089
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29532
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62585
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98049
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46121
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20448
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.32792
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.30309
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.28094
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.26144
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.24458
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.23034
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.2187
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.20966
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.20319
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.19931
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.198
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.19927
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.20347
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51579
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774535
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056092
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363619
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700714
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071811
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482218
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938434
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448463
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893932
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27911
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60854
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96196
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49263
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10219
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.13912
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.11465
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.09281
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.07359
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.05697
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.04292
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.03145
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.02253
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.01616
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.01234
ä(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.01105
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.01229
(428.23, 15.05, 245.61) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 13.01608
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509881
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768125
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04915
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355948
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692327
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062541
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471951
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926995
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435639
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860546
