¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(434.19, 13.98, 294.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05794
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.33242
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10439
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349115
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615623
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906894
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22306
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556354
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923516
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316107
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727459
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183533
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673491
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16192
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70452
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29014
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8274
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44764
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14906
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9371
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69902
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50031
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41171
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.13669
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.12766
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.12198
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.11964
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.12064
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.12498
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.13904
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111015
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356339
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623487
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915518
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228373
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562223
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930018
Ä(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334428
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747725
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206035
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681725
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17102
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71462
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32196
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88211
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51728
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22697
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05817
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94868
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79181
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75921
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.95104
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.94208
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.93643
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.93409
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.93505
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.93931
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.95319
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117668
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36356
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6314
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924154
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233788
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56818
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936581
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344402
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768288
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228878
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690432
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18069
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72541
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.334
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94644
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61303
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36937
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24923
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22117
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09662
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.78477
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.7726
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.76371
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.7581
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.75575
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.75667
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.76086
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.77457
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124356
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370806
Á(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639285
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932826
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239274
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574209
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943229
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351748
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789167
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25211
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699677
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19092
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73677
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35711
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0604
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74788
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52125
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49096
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50565
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43744
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.61316
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.60109
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.59226
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.58668
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.58433
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.58521
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.58934
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.60288
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378091
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64721
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939084
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244807
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580313
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949976
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35924
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810368
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264193
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709406
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20169
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76933
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40665
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18431
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88669
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67777
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7421
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80285
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.4634
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.44819
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.43621
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.42745
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.4219
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.41955
Â(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.4204
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.42445
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.43784
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137678
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385344
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65514
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944222
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250426
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586459
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956788
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366834
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823223
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273485
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728193
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2415
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81429
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46632
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31172
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02957
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86531
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00309
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13501
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.3047
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.28961
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.27772
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.26902
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.2635
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.26115
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.26197
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.26596
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.27919
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144362
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392595
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663074
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949385
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25613
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59273
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963684
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374493
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831795
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298964
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765106
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28258
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8602
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5429
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40702
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17674
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09646
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27454
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.17029
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.15214
Á(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.13717
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.12537
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.11673
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.11123
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.10888
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.10967
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.11361
(433.99, 14.01, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.12669
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022923
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257955
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513386
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791945
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096829
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431885
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80178
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212088
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673972
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209595
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711068
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16622
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7613
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68315
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42644
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33718
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020103
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254845
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510014
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788267
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092804
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427454
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796859
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206591
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668728
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203663
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636827
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0847
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64033
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54035
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19921
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1188
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017245
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251784
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506711
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784622
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088821
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423069
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791992
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201178
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663494
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162466
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564346
·(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0051
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52201
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40099
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98133
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90724
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014456
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248769
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503379
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781002
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084844
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418669
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787152
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195814
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658277
