¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë (430.55, 11.00, 347.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30807
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07728
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25152
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.46751
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.77488
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42906
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66371
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730403
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214789
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701908
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2455
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85586
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48485
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15413
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90602
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44856
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96152
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98112
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.09945
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33485
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63774
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31132
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5087
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670429
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161435
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643725
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18034
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78241
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40127
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06025
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8027
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40606
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84537
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86246
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95087
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27262
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55489
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19964
‰(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37672
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612134
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095098
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585819
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11556
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70947
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31864
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96749
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69783
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36643
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73085
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73017
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88972
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09986
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43971
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12474
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25004
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553789
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029286
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522699
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05113
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63697
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23704
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87591
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59441
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32962
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61795
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59992
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.73783
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99604
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3712
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08078
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12483
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495381
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963929
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449724
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987058
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56495
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15636
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78549
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49238
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29224
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51358
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47169
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58851
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89569
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26252
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08353
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00537
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91285
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436948
†(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899124
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37736
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911999
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4934
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07663
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69623
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39177
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17802
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39356
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38863
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4623
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.72293
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.19148
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08534
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96027
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76131
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378523
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834823
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30565
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831558
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4224
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9979
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60811
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29254
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06544
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30393
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25188
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38672
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64038
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.072
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08619
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93274
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6131
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320171
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771046
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234608
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751889
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33275
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92011
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52114
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19471
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95459
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28424
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11739
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22963
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53561
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01617
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07297
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9121
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53654
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261862
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707799
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164223
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673079
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25049
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84027
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43533
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09827
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84546
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26651
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98512
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07538
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35346
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87212
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04055
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89198
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4794
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203647
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645128
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094471
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595087
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17405
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75847
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34989
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00317
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73789
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26162
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85506
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92393
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20985
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.80337
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95436
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87242
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44153
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145572
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582974
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02542
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519906
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09817
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67776
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25974
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90941
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63205
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26941
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72717
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83936
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16053
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.7297
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85711
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82616
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40545
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087624
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52141
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957024
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453191
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02284
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59813
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17091
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81158
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53247
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29167
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62329
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71229
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99392
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52423
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76079
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76486
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37127
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029808
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46043
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88935
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386959
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94809
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51957
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08337
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71338
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4374
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28106
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50209
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57064
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82621
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45596
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66542
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68087
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33888
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972206
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400002
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828685
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321177
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873905
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44213
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99706
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6167
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33289
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1807
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39182
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43136
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66159
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.387
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57094
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59884
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30833
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914821
‰(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340164
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770348
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25588
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800352
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36574
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91209
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52373
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2299
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06428
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40791
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29441
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57308
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.17047
(430.72, 11.21, 345.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47747
