¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(431.14, 12.19, 342.38) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 18.52477
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340292
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779131
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22669
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68844
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19618
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76049
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3853
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07405
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85423
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73027
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69717
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20986
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52033
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.19074
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.38203
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.19891
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893699
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31284
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760988
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19748
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65652
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16585
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72877
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34762
†(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02537
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79941
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66547
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6234
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04776
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.41248
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.05066
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.19567
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.94745
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868651
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285215
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74269
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16995
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63071
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13742
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69725
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31028
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98116
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74512
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60143
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37792
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97555
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.30575
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.92519
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.01129
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.70004
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843479
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257555
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720348
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1466
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60505
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10913
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66596
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27326
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93989
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69132
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53812
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04273
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90405
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20013
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79477
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.8304
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.45667
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818245
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236389
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693799
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12337
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57955
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08106
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63488
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23662
ö(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.899
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64001
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47554
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82694
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83327
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09563
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66599
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.652
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.21728
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799824
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665496
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09315
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55424
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05314
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.604
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20033
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85853
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59463
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41378
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70658
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7632
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99225
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53884
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.47605
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.00095
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783845
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201372
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637329
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06233
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52865
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02545
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57336
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16435
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81844
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54967
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31672
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65435
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69386
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.918
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41331
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.30256
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.78873
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76768
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183538
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60934
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03168
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49497
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99796
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54296
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12876
ö(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77877
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50522
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08135
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6026
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6403
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85189
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29443
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13663
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.57863
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751276
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165463
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581528
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0012
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46149
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9684
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51195
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0935
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73952
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4612
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88056
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55135
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59629
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77275
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20626
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97864
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.36914
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734673
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147182
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553828
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970934
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42819
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93171
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48043
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05857
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70065
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41771
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73343
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50059
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53784
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69453
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.10458
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.8242
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.16321
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717891
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128661
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52638
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940846
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39519
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89522
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44685
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02405
ì(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66219
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37465
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59144
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45046
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.6172
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.98796
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.67251
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96079
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.76064
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700895
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109914
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499026
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910963
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36236
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8626
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41088
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98987
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6242
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33209
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52624
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41428
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42277
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54078
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87282
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.52821
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.77302
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.50971
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683731
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091009
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471872
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881269
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33081
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83271
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37522
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95162
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58656
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28903
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48921
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36615
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48714
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.78305
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.40032
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.58998
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.26454
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666377
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071915
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444916
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851826
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30388
ä(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80298
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33996
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9125
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54858
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1795
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45247
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32619
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31014
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45196
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.72252
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2728
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.41017
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.025
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648861
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047381
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418116
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826298
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27711
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77342
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30502
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87383
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50549
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05945
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41602
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30171
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26702
(431.41, 12.93, 340.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40957
