¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(327.06, 7.07, 327.96) (345.27, 2.06, 309.64) (0.81, 2.16, 0.81) Human 10.0338
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74524
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81561
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2616
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71476
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.378141
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.543024
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725254
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921075
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102477
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291321
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49349
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710469
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943832
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195449
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463146
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749623
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060629
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218169
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38065
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551376
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730922
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919991
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119234
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844398
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55593
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46382
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1012
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62869
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.393028
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.559111
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.742506
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939611
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135702
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326772
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531435
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751116
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98752
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242545
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513037
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80363
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119218
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326261
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493329
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668996
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85381
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04851
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484502
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35019
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98903
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74263
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39796
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01161
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.408178
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575474
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.760073
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958499
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169644
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363028
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57023
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792732
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032271
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290798
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564276
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859029
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179378
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438482
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6104
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791245
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981598
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182242
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953316
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79493
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92983
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03155
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70644
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41122
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423655
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.5922
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777965
„(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977729
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193056
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400128
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609939
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83538
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078141
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340244
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616779
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915919
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241154
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555014
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732051
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918345
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114549
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586998
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47172
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95197
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29705
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26353
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02727
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8004
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.439449
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609161
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796211
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.997339
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214158
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43805
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650548
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878991
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125075
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39073
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670646
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97426
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304645
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665274
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858503
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050563
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252977
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06694
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04789
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00146
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81217
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50332
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33677
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455519
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626436
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814711
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017273
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235698
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471848
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69215
…(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923635
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173136
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441802
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725903
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034176
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369776
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736415
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989999
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188148
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693173
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59809
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76898
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05137
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35504
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70438
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51105
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.471952
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.644026
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833594
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037553
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257583
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495535
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734686
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969329
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22239
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494201
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782576
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095642
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43668
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809527
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126794
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34677
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18426
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94925
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75099
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10166
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92766
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8326
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66169
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488655
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.66189
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.852773
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058212
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279864
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519651
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778177
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016086
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272803
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547904
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840685
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158747
‡(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505419
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884648
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269154
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802021
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43633
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15703
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76718
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07868
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3181
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91977
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81771
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505678
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680055
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.872288
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079212
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302531
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544216
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80652
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063927
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324411
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602968
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900261
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223471
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57597
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961866
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384297
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971314
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62545
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37384
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94441
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04186
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43976
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96902
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97936
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.523009
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698553
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892159
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100599
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325603
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569185
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833673
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112894
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377256
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659349
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961369
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289887
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648409
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037333
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483009
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14425
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82244
¦(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54062
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12862
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00437
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 17.19096
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 17.01245
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.99627
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.98539
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.97788
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.97366
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.97274
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.97721
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.540679
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717325
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912332
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122322
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349085
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594623
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861278
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151865
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431369
