¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(348.89, 7.03, 360.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.46159
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114582
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369955
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645531
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939679
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.27532
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635211
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.03848
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.49122
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.000837
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.633048
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40925
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23356
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13826
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21545
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50061
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11151
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.19998
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.9875
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.9225
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.88959
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.86161
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.83852
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.82032
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.80696
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.79846
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.7948
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877158
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.102485
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356765
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631166
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924558
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258634
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.61687
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.018952
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.46945
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.976899
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.60304
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37087
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18413
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08189
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14916
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42168
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01063
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.06899
Í(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.78792
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.7494
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.71679
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.68907
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.66623
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.64822
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.63504
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.62667
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.62311
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865311
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090441
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343635
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616918
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90951
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.242033
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.598701
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.999536
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447859
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953107
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.573238
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33208
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13502
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02621
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08354
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34359
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91086
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93879
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.59158
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.58345
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.55113
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.52367
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.50105
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.48324
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.47022
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.46198
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.45851
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853583
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078452
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330567
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602789
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894539
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225521
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580703
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980232
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.42645
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.929468
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.543646
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2929
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08623
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97122
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01861
Í(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26636
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81301
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81038
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.40349
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.42445
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.39241
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.3652
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.34279
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.32516
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.31229
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.30418
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.30079
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.841977
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.066517
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317563
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58878
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879647
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209098
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562877
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.96104
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.405222
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905982
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.514267
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25334
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03777
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91693
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95436
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18998
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.71904
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.68378
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.23028
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.27221
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.24043
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.21346
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.19125
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.1738
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.16108
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.15307
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.14978
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830494
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054645
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304626
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.574893
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864836
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192769
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.545226
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.941968
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.384181
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.882653
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.485105
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21343
Ñ(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98964
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86333
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8908
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11464
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62628
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55899
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.0601
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99025
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.12654
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.09502
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.06827
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.04626
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.02897
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.01638
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.00849
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.00528
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819133
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042831
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291756
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561131
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.85011
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176537
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.527754
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.923015
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.363327
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.859486
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.456161
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17319
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94186
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81041
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82793
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0405
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5347
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43597
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.88291
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73328
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.98726
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.95598
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.92944
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.90762
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.89049
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.87803
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.87025
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.86711
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807896
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03108
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.278959
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547493
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835467
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160401
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510458
Ô(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904185
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342664
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.836481
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.427441
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13264
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89442
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75817
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76575
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96724
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4443
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31472
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.70696
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48174
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.85422
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.82317
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.79683
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.77518
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.75821
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.74588
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.73818
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.73513
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796786
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019393
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266232
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533982
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820913
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144369
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.493343
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.885481
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.322191
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.813643
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.39895
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09179
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84733
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70663
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70426
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89485
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35509
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19679
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53386
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23554
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.72725
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.69642
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.67028
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.6488
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.63196
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.61975
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.61216
(348.25, 7.03, 361.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.60917
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785801
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007771
Á(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253579
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520598
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806449
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128437
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.476407
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866902
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.30191
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790974
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.370685
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05066
(348.25, 7.03, 361.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80059
